01_d11_WT_rep1	02_d13_WT_rep1	03_d11_KO_Lhx8_rep1	04_d13_KO_Hes6_rep1	05_d13_KO_Tbpl2_rep1	06_d13_KO_Thap7_rep1	07_d13_KO_Ybx3_rep1	08_d13_KO_Ell3_rep1	09_d13_KO_Foxr1_rep1	10_d13_KO_Mef2b_rep1	11_d13_KO_Ccnk_rep1	12_d13_KO_Sfr1_rep1	13_d11_KO_Sub1_rep1	14_d13_KO_Tcf25_rep1	15_d13_KO_Kdm1b_rep1	16_d13_KO_Nobox_rep1	17_d11_KO_Stat3_rep1	18_d13_KO_Noto_rep1	21_d13_KO_Dynll1_rep1	25_d11_WT_rep2	26_d13_WT_rep2	27_d11_KO_Lhx8_rep2	28_d13_KO_Hes6_rep2	29_d13_KO_Tbpl2_rep2	30_d13_KO_Thap7_rep2	31_d13_KO_Ybx3_rep2	32_d13_KO_Ell3_rep2	33_d13_KO_Foxr1_rep2	34_d13_KO_Mef2b_rep2	35_d13_KO_Ccnk_rep2	36_d13_KO_Sfr1_rep2	37_d11_KO_Sub1_rep2	38_d13_KO_Tcf25_rep2	39_d13_KO_Kdm1b_rep2	40_d13_KO_Nobox_rep2	41_d11_KO_Stat3_rep2	42_d13_KO_Noto_rep2	45_d13_KO_Dynll1_rep2
RSINE1	559.691966636854	625.910510319037	1370.86615490408	552.558411293217	759.758229657677	650.485163664231	1836.56593523552	1402.61270855772	1132.17928048976	774.730588240042	1017.9416261842	2160.99545421036	1718.94336860336	1216.00557337146	1347.1451259433	1869.34299186532	2253.11697126651	1288.07667208834	1182.24870340785	1304.80570466991	2446.42986147328	1754.93124026116	2043.92169268217	1663.34077627111	1222.95367446058	1624.50495474897	1020.87195567893	1093.69159300756	1207.47682089797	2027.43389296384	1237.21550184586	1834.04489606676	1222.7074343491	1259.22197910783	1940.29922144595	1923.13545265016	1164.00087539443	1893.13010831989
ID4_	162.683642468194	140.746388597421	310.558584982837	144.785633531584	170.06122805595	156.699602787713	348.007627893887	310.766626538452	278.314507007197	227.784395368637	224.043096426944	497.642069912256	384.887103168906	263.720409928093	294.537216350979	364.446587437201	475.341207085838	280.803280964088	304.267544059221	323.753998761581	528.464074054378	416.842066655967	462.099028818083	372.607994235598	253.002899594139	329.179100076135	257.360635950789	312.947644445946	266.517489350892	442.779837956704	311.42363040999	377.722094172242	290.491375467037	256.496517025914	389.146879744393	427.507139369227	308.771369731578	386.772781236572
LTR33	2.81659180942976	2.03733686220974	3.49880532769876	4.55450266170494	2.03979079905565	2.97610914079014	10.1443861169538	13.1866471685175	5.97905676792052	5.54232581855534	8.26688611396643	5.19598701650786	9.18555158663181	6.179366244198	4.66447874950762	6.12709360910033	13.2951792439786	6.29100755581203	8.72234882920184	7.52247456815903	6.03152261715234	7.61635319058221	10.3789355363714	8.47046447763347	4.97103821115687	13.9463716967449	5.87507317195668	6.60233348877084	7.64001323328651	5.92708066707178	8.03735763830283	9.41903398387461	5.12234169424456	6.41610745858619	22.0862773563236	6.62895424269449	7.99548642676836	12.3807393934284
Lx2B2	30.9187795442001	76.3301593775111	44.8856696032339	61.4883137389739	57.2414509646504	51.667546298723	116.083205998203	273.933863615045	158.251637804421	93.8875134939734	97.1160342238565	120.794500057383	88.938901053807	126.110977834481	126.017795643401	81.8401149054997	193.007725269359	156.895292076506	79.801693196398	78.9240705480201	135.84227907477	91.7941628730506	233.924409793229	101.284396180943	91.9646652030873	224.163173847347	149.23193871379	130.11204179271	146.849957733082	83.0719855343433	116.264257587094	106.334549487018	112.588234964594	132.026463363369	199.082759070792	132.582794903639	133.45170090724	146.22741905216
IMPB_01	102.055051703489	89.5929461768774	80.9546389697894	84.0722493015125	97.4641681708194	71.8686724638479	169.170608383931	346.64334789439	156.587449534441	123.490657015054	142.400233479987	184.677770149832	175.104847795523	190.788321416095	162.249759474922	176.343635609357	426.416834313763	156.686227297907	161.373707911593	150.34696118094	196.425497931368	182.120002887175	319.666037953255	174.297109194296	128.28166667195	379.103730506477	139.647063100026	180.921901434719	174.507576852387	146.962911405645	187.40877215549	208.486095143611	160.302450791834	142.278472606209	361.196619065492	187.900000553155	182.485756916569	238.978609652057
MER21B	11.4111865268381	13.5865641662181	17.3127447691781	13.3949333976224	15.3576941152895	7.71569337410592	33.652924927734	48.0480423505785	27.6487582561703	22.3273672454344	20.095806580347	35.5715411650872	27.2139149661192	32.7133795038302	16.081426849327	29.7267503528317	53.4552257937828	29.0052213438947	27.6942723242669	20.8295757252125	32.7649213391184	23.0732092975804	54.3632550915975	15.6292250398556	27.6308225722448	43.0203103770728	27.1869835880088	30.3516719264073	20.9242556148725	31.3773789532462	30.8058524135263	30.864492056941	14.8520031798266	26.7156991750871	61.7082952597262	35.5566494484361	26.078990213162	31.9307927878541
MTE2b	62.3623560775829	67.8751045059298	87.0778267652225	84.830730977621	56.2830704999727	57.0495282397546	151.825652554832	261.951635728071	127.460624200902	114.099567266826	94.7847167828039	165.410585680921	164.169079623775	118.021011152776	131.945833327798	170.834717996657	241.160148121935	158.237841410239	110.024582721583	114.943807766854	187.951167541128	180.398183545141	225.803650634085	119.914298373895	114.054392650947	216.410890032397	132.44223889339	146.88055405301	133.160967968037	134.701161372127	172.425370483335	136.931227682588	113.046297171043	133.711494414652	279.999069132382	146.642703763931	138.972065528166	139.572421981313
HAL1	16.9956639354809	17.8016998893449	23.1012067387926	20.1788734380459	17.8495938628654	14.9581604148608	46.8710521663886	58.2765055555142	36.265040177327	23.2186916533954	27.4001086071107	36.6423595751306	50.3873056323906	35.9935588389115	36.82218686067	40.5558507090639	95.92705689756	39.2848391322899	33.0238823854037	27.6791321163481	33.0674952263374	51.0759022037186	59.5432478933666	44.8471853314165	29.684111491391	55.1896280541788	31.9549634870618	34.7234487789518	35.9103256388508	27.2447995067121	38.8308588266255	40.8373017012483	32.3456571014781	27.8188621158099	67.6774506732176	55.6192062068618	32.1087312504162	44.0857144595061
MTC	201.939289106509	272.886315063219	166.963300847984	575.87119239633	180.125584108353	276.934575327158	725.213563836581	513.723841958755	675.21458788066	451.213723520516	341.708838943991	538.837420981446	755.708841435289	436.575127654162	561.804065214216	573.431967601956	354.580420523501	745.675423176448	334.405703351064	372.042259032813	604.703677279275	777.52378860296	906.736956804642	475.701156459282	616.020143933148	393.48504692851	715.018644756064	573.091223764091	516.469401663273	389.70627464674	1099.70125460909	353.492234479058	523.886076553936	625.266518923177	369.28062499734	535.32629184258	567.271820602079	405.237322526242
RMER6C	22.7921886819733	21.0821595013667	19.9872587771341	46.8167742495703	22.5831563697759	23.1352191885609	49.6647525446787	42.1286278997057	38.1703422151512	33.8693083721944	27.8594610729804	49.4299165390842	102.941169093996	49.4048931392846	40.0759093743639	57.1352167157446	34.7851056052616	48.1387124261946	37.3780295306152	47.16601757957	51.0300609826685	105.059070786238	91.5872452774246	50.6604741486414	43.4047802531837	36.1765098294721	34.1128648930682	49.1510939134156	36.6374420753288	37.9088765452777	99.820050810691	48.082456054568	36.7362502598336	45.9295204591458	37.3102466047547	34.9393880512703	42.8295962891533	40.0636056004619
URR1A	117.848211124833	80.3589383221132	129.168220598688	182.005724646001	111.273150544424	90.9462851772439	293.740535623546	179.065613066079	165.075368250427	146.291061758341	132.157349292264	175.080967895518	583.92754698865	153.229005576597	174.61255345622	294.349357503861	304.074231216626	199.274249322229	217.145363003145	193.848088372503	190.528498437167	695.742185986374	261.785767625707	282.410729601676	188.382307072197	219.310304278072	150.250372529398	208.99174582154	151.292902618079	162.937865626257	415.576743441461	252.698213386837	160.996225553905	182.806780378786	244.724943092582	295.623020034132	230.197471127188	247.022597478703
L1MC5	19.353676661792	7.75808729374387	20.6935968195979	24.9015026989672	21.7611312371111	14.4854331253927	37.0908467743272	30.7151428145345	28.6606675491026	21.2920264044984	12.223580162274	30.0514715582748	87.2738380306658	31.2563728511821	28.5019133798194	35.2919288707861	60.2004185143186	31.3546206346579	42.2262036257279	18.8511629323394	37.5495793930506	89.1236639454463	47.6782344876757	36.9170121199306	22.2024341252833	36.8960134425106	22.6242171166545	33.1606909829163	14.9226597125565	24.4426507369858	55.2576202748509	49.0058366586401	31.2374717937875	20.6875558907224	42.6984634197944	47.69294721835	37.4548811821428	25.5917961547726
B1_Mus1	867.380301686209	640.353382223643	980.972696964545	1354.34905942001	901.78677921833	855.143053087088	1911.66132209299	1702.23762559341	1675.77900141757	1033.26430171844	1001.80074479713	1536.80270790309	3563.94593516655	1384.23039521325	1781.91527895835	1986.78013666199	2581.59148303606	2072.96683079441	1675.70813725639	1462.30774515775	1797.96134562088	3897.24298014207	2447.71924215096	2016.78531411792	1512.82572844983	1864.5298149869	1792.78446244017	1453.59701411038	1161.84522538186	1435.09186424034	2781.83771737329	1941.369601626	1558.1231647477	1461.19502906408	2212.84112204779	2897.14309303688	1661.16181684885	1989.56469881471
