Geneid	ESC	PGCLCd6	IVD.D3	IVD.D5	IVD.D7	IVD.D9	IVD.D11	IVD.D13	IVD.D15	IVD.D17	IVD.D20	DIOL.D5	DIOL.S.D1	DIOL.S.D3	DIOL.S.D5	DIOL.S.D7
Aanat	0	0.415	0.163333333333333	0.426666666666667	0.326666666666667	0.306666666666667	0.443333333333333	0.73	0.756666666666667	1.45	4.34	5.19	3.97	1.035	4.005	1.495
Aar2	27.1133333333333	42.35	40.12	54.3333333333333	77.3866666666667	50.9	47.7666666666667	30.7233333333333	27.5	24.825	25.4266666666667	27.875	13.915	28.8	29.715	25.235
Aard	19.63	37.525	50.0066666666667	41.83	24.6233333333333	65.7466666666667	72.72	0.88	0.246666666666667	0.515	0.0433333333333333	9.92	8.265	22.93	21.28	36.795
Aars	431.493333333333	189.035	106.52	125.916666666667	110.863333333333	126.746666666667	110.15	83.07	88.0966666666667	94.23	93.5533333333333	61	163.865	117.195	73.335	66.855
Aars2	50.18	39.055	29.6533333333333	22.4833333333333	15.6166666666667	21.5433333333333	24.8366666666667	18.8566666666667	15.5733333333333	15.445	16.9766666666667	17.545	25.29	21.54	17.18	22.47
Aarsd1	221.98	122.49	138.3	134.13	115.02	125.983333333333	135.883333333333	212.603333333333	211.62	177.16	157.616666666667	125.79	144.555	131.165	91.12	110.685
Aasdh	14.29	49.705	32.9866666666667	26.8166666666667	45.65	29.8966666666667	26.45	9.42666666666667	6.17666666666667	5.655	6.68333333333333	17.665	17.97	11.98	18.965	12.345
Aasdhppt	64.9466666666667	89.115	74.4933333333333	50.6533333333333	51.0833333333333	57.0266666666667	55.45	34.0933333333333	25.4	26.685	26.7733333333333	59.345	32.06	40.03	42.275	45.275
Aass	0.173333333333333	0.065	0.186666666666667	0.09	0.993333333333333	4.34666666666667	35.9933333333333	128.546666666667	132.346666666667	148.865	174.253333333333	52.525	1.61	4.135	18.855	81.8
Aatf	101.48	121.175	158.57	144.823333333333	146.163333333333	121.096666666667	110.84	101.29	91.1966666666667	86.16	92.4066666666667	70.145	78.01	70.81	72.535	52.65
Aatk	0.01	6.97	10.92	9.98666666666667	3.89333333333333	3.5	2.23	0.213333333333333	0.166666666666667	0.15	0.07	3.34	0.905	0.155	0.18	0.735
AB124611	0.0533333333333333	0	2.15333333333333	5	5.01333333333333	8.49	8.51666666666667	1.36666666666667	1.21333333333333	0.79	1.35	0.135	0.365	1.145	0.435	0.72
Abat	0.29	0.725	3.79333333333333	2.16333333333333	2.26666666666667	18.18	17.1233333333333	3.90666666666667	6.55333333333333	8.13	14.6066666666667	1.405	11.365	19.225	8.395	17.065
Abca1	15.3066666666667	2.915	9.44	11.8666666666667	13.3633333333333	20.4233333333333	17.4566666666667	2.28666666666667	0.87	0.535	0.47	11.87	8.195	7.315	17.36	11.99
Abca12	0.0133333333333333	0	0	0	0.01	0.0933333333333333	0.153333333333333	0.526666666666667	0.376666666666667	0.425	0.596666666666667	1.185	0.105	0.63	1.295	0.94
Abca13	0.01	0.185	0.466666666666667	0.26	0.236666666666667	0.433333333333333	1.28333333333333	7.36666666666667	7.76333333333333	9.245	10.9566666666667	0.45	0.15	0.46	0.235	1.795
Abca14	0.01	0	0.02	0.04	1.28666666666667	0.663333333333333	0.543333333333333	0.773333333333333	0.416666666666667	0.31	0.136666666666667	1.335	0.035	0.645	1.13	0.29
Abca15	0	0	0	0.01	0.04	0.11	0.0333333333333333	0.01	0.0333333333333333	0.17	0.3	0.065	0.045	0.075	0.205	0.23
Abca16	0.0366666666666667	0.745	0.336666666666667	0.63	2.89333333333333	2.81	4.04333333333333	0.863333333333333	1.29666666666667	1.25	0.9	0.74	0.33	0.555	1.3	0.63
Abca17	0.00333333333333333	0	0.03	0.556666666666667	2.34333333333333	1.35333333333333	0.95	0.0166666666666667	0.0433333333333333	0.085	0.0233333333333333	0.235	0.31	0.265	0.255	0.57
Abca2	15.2633333333333	16.925	60.08	89.6033333333333	83.3233333333333	69.0966666666667	76.89	83.1	67.18	59.855	52.6466666666667	61.04	31.955	44.62	69.685	65.745
Abca3	4.71333333333333	3.035	10.75	38.87	42.9566666666667	37.1233333333333	48.0566666666667	52.6533333333333	30.85	20.54	15.1566666666667	51.135	21.87	42.29	57.61	57.15
Abca4	0.0666666666666667	1.25	1.88	1.04333333333333	1.98	2.46666666666667	1.7	1.68333333333333	2.32666666666667	3.97	6.55666666666667	2.11	1.02	1.43	2.145	1.465
Abca5	1.19333333333333	1.09	6.78666666666667	12.64	28.8933333333333	22.0466666666667	18.2	6.16333333333333	3.94	2.89	2.91	4.64	3.005	4.495	5.57	3.635
Abca6	0	0	0.0533333333333333	0.233333333333333	1.16	0.97	1.32666666666667	0.15	0.13	0.015	0.0366666666666667	0.03	0.24	0.585	0.585	0.65
Abca7	18.13	36.9	12.1	9.01333333333333	5.33	9.71666666666667	7.15	7.69	7.89666666666667	6.995	5.42666666666667	11.31	13.805	14.45	11.64	13.555
Abca8a	0	0	0.123333333333333	0.136666666666667	0.696666666666667	0.51	2.42666666666667	0.18	0.0366666666666667	0.085	0.0533333333333333	0.53	0.225	0.49	0.81	0.325
Abca8b	0.213333333333333	0.51	0.426666666666667	0.0833333333333333	0.1	0.966666666666667	1.19333333333333	0.106666666666667	0.0233333333333333	0	0	5.21	2.265	2.83	4.78	5.245
Abca9	0	0	0.17	0.0966666666666667	0.906666666666667	1.75	2.62333333333333	0.0566666666666667	0.01	0	0	0.11	0.315	4.205	1.09	2.26
Abcb10	23.85	65.005	59.78	22.8766666666667	23.52	27.15	23.1766666666667	9.47	4.28666666666667	2.145	3.36666666666667	28.27	28.42	29.235	21.91	23.07
Abcb11	0	0	0	0.0433333333333333	0.22	0.5	0.03	0.223333333333333	0.103333333333333	0.08	0.14	1.005	0.04	0.68	1.3	0.635
Abcb1a	20.5166666666667	3.995	1.45333333333333	2.1	12.0666666666667	8.90333333333333	7.03666666666667	4.96	4.87333333333333	7.945	7.90333333333333	18.84	9.04	11.305	9.48	12.86
Abcb1b	40.5266666666667	1.42	2.47666666666667	2.54333333333333	2.23666666666667	1.73333333333333	2.32666666666667	4.04	8.06	13.23	19.5266666666667	7.13	14.535	7.705	7.125	7.28
Abcb4	0.3	0.02	0.263333333333333	1.09333333333333	2.50666666666667	1.59333333333333	1.66666666666667	1.8	3.47333333333333	5.375	9.02333333333333	6.385	0.56	1.505	3.47	7.32
Abcb5	0.02	0	0	0	0	0.12	0.16	0.303333333333333	0.636666666666667	1.39	2.33333333333333	1.72	0.105	3.725	3.49	2.04
Abcb6	26.1833333333333	40.765	76.9133333333333	115.553333333333	59.65	72.9766666666667	68.8866666666667	49.2666666666667	44.4833333333333	48.87	64.7333333333333	42.285	21.61	43.59	58.005	47.45
Abcb7	71.67	45.225	55.5966666666667	46.6766666666667	44.9033333333333	53.1133333333333	44.79	15.24	12.47	10.215	14.32	26.85	45.29	48.56	41.675	28.05
Abcb8	46.8933333333333	67.915	77.47	65.8933333333333	47.8366666666667	58.95	68.89	75.2433333333333	108.843333333333	135.005	147.156666666667	33.33	28.8	33.865	28.34	40.615
Abcb9	0.356666666666667	0.215	1.84	9.56666666666667	9.55666666666667	11.9133333333333	26.71	91.2533333333333	110.146666666667	120.24	120.28	29.555	2.39	11.59	31.435	33.24
Abcc1	31.56	26.35	19.98	20.0966666666667	18.4633333333333	39.91	35.8366666666667	34.9	22.93	21.765	26.1033333333333	22.255	36.71	18.785	20.915	30.9
Abcc10	9.66	5.75	13.3733333333333	20.4	27.9066666666667	20.27	20.3133333333333	12.2166666666667	10.5	11.07	11.92	18.435	12.785	15.275	20.885	16.015
Abcc12	0.216666666666667	1.995	0.116666666666667	0.0266666666666667	0.526666666666667	0.313333333333333	0.07	0.03	0.08	0	0	0.115	0.265	0.04	0.13	0.08
Abcc2	1.64333333333333	17.825	14.0733333333333	2.73	3.13	1.87666666666667	1.13333333333333	0	0.05	0.025	0	1.305	7.825	6.02	7.99	0.84
Abcc3	0.06	0.1	0.216666666666667	0	0.0366666666666667	1.88666666666667	5.83666666666667	27.3233333333333	42.3833333333333	43.57	50.71	0.915	0.84	0.55	0.685	4.14
Abcc4	40.13	62.915	64.8966666666667	37.2766666666667	22.7233333333333	36.11	26.2133333333333	52.66	58.7666666666667	60.825	54.1	28.345	24.64	19.315	20.995	17.96
Abcc5	88.1766666666667	25.05	55.6533333333333	54.9033333333333	50.74	64.5333333333333	63.2366666666667	33.7066666666667	18.7166666666667	14.83	14.63	61.715	38.935	67.2	69.07	70.255
Abcc6	0.703333333333333	0.57	0.34	0.553333333333333	0.64	0.59	0.476666666666667	0.726666666666667	1.33666666666667	1.595	3.64333333333333	1.49	1.6	1.42	1.16	0.84
Abcc8	0.333333333333333	0.52	1.25333333333333	1.73333333333333	1.83	1.94	0.773333333333333	0.01	0.0366666666666667	0.015	0.04	0.355	0.63	0.39	2.71	0.67
Abcc9	0	0.605	0.393333333333333	0.0433333333333333	0.14	2.23666666666667	7.2	0.36	0.0666666666666667	0.065	0.0333333333333333	0.09	0.775	0.11	0.08	1.76
Abcd1	26.48	63.77	47.3166666666667	58.3766666666667	107.526666666667	82.2233333333333	58.1566666666667	30.23	25.4033333333333	24.48	30.42	18.93	27.755	28.835	36.19	27.345
Abcd2	0	0	0.276666666666667	0.233333333333333	0.563333333333333	1.29333333333333	2.84	0.0566666666666667	0.0366666666666667	0.015	0.01	0.095	0.44	0.7	0.85	4.425
Abcd3	40.8333333333333	19.66	33.3433333333333	42.1266666666667	56.51	74.5033333333333	116.873333333333	121.966666666667	102.456666666667	94.615	104.693333333333	120.76	29.095	82.335	116.51	126.255
Abcd4	54.22	110.725	98.6733333333333	43.9066666666667	41.8866666666667	41.2466666666667	28.38	14.2466666666667	24.1266666666667	38.17	41.39	30.56	79.465	37.155	34.78	17.545
Abce1	241.166666666667	167.355	200.18	185.876666666667	209.686666666667	198.31	182.743333333333	55.19	37.7366666666667	34.795	36.81	102.15	157.13	132.955	124.94	90.34
Abcf1	199.233333333333	190.33	168.163333333333	132.543333333333	129.016666666667	144.486666666667	141.93	135.056666666667	121.096666666667	129.645	123.93	103.035	124.545	109.26	88.775	97.195
Abcf2	204.19	198.24	213.436666666667	248.233333333333	282.15	210.58	188.123333333333	111.776666666667	106.58	125.05	142.87	78.705	67.33	75.11	83.23	78.235
Abcf3	49.01	34.605	54.4566666666667	76.7233333333333	86.93	88.1066666666667	126.093333333333	336.276666666667	419.833333333333	483.335	480.88	102.345	53.48	90.125	90.725	134.125
Abcg1	6.52666666666667	37.78	28.05	9.89	7.00333333333333	10.46	6.98	0.753333333333333	1.30666666666667	1.84	5.04666666666667	7.165	9.235	4.51	2.66	1.44
Abcg2	50.6366666666667	120.205	87.1633333333333	74.1466666666667	69.3766666666667	62.04	46.8466666666667	9.87333333333333	4.84666666666667	2.18	1.05666666666667	33.91	26.825	24.56	23.815	12.845
Abcg3	0	0	0	0	0	0.153333333333333	0.4	0.126666666666667	0.03	0.03	0.44	0	0.165	0.12	0.11	0
Abcg4	0.18	0.26	0.96	2.10333333333333	1.33	1.35	0.933333333333333	0.153333333333333	0.08	0.045	0.04	0.24	0.77	0.925	0.48	0.865
Abcg5	0	0.465	0.356666666666667	0.413333333333333	0.33	0.283333333333333	0.32	0	0	0	0	0	0.03	0	0	0
Abcg8	0	0	0.226666666666667	0.0733333333333333	0	0.166666666666667	0.373333333333333	0.0133333333333333	0.03	0.11	0.3	0	0	0	0	0.14
Abhd1	11.9766666666667	7.33	6.27666666666667	14.7733333333333	5.75333333333333	5.87333333333333	7.11333333333333	2.50666666666667	0.816666666666667	0.88	0.54	13.485	10.98	11.365	13.435	7.24
Abhd10	23.8233333333333	39.105	47.2233333333333	38.8366666666667	51.4466666666667	43.2866666666667	38.9466666666667	18.06	14.0233333333333	12.335	15.3833333333333	37.48	20.13	25.79	24.285	22.32
Abhd11	91.5666666666667	172.92	156.97	96.19	37.22	44.4833333333333	45.8566666666667	55.22	44.2766666666667	44.925	44.0966666666667	97.215	75.065	56.515	47.965	56.47
Abhd11os	13.37	37.86	41.02	27.0533333333333	7.86333333333333	3.22666666666667	1.62	0	0	0	0	26.73	25.47	5.53	8.21	1.735
Abhd12	53.1533333333333	49.98	78.4933333333333	131.963333333333	158.883333333333	135.613333333333	149.286666666667	242.013333333333	283.893333333333	262.975	248.796666666667	101.075	52.965	78.355	87.405	107.905
Abhd12b	0	0.22	0.473333333333333	0	0.0666666666666667	0.213333333333333	0.56	0.623333333333333	0.536666666666667	0.97	0.306666666666667	1.14	0.095	0.11	0.285	0.565
Abhd13	18.4433333333333	22.89	30.7666666666667	28.29	35.52	34.8933333333333	33.73	25.67	30.79	33.565	53.5	46.015	18.215	37.31	40.22	39.2
Abhd14a	67.7633333333333	70.87	90.8733333333333	68.6233333333333	43.34	43.2233333333333	35.0866666666667	55.2466666666667	39.4766666666667	33.975	23.8533333333333	60.845	46.805	36.225	27.205	33.765
Abhd14b	9.21	4.665	11.9566666666667	8.34666666666667	2.72	6.53333333333333	3.26333333333333	0.73	0.56	0.11	0.163333333333333	16.585	14.385	16.52	10.23	6.2
Abhd15	0.403333333333333	0.12	0.773333333333333	1.09	0.7	1.25666666666667	1.54333333333333	2.60333333333333	3.20666666666667	3.52	5.19	0.435	1.4	0.905	0.625	0.665
Abhd16a	45.3633333333333	43.655	53.9666666666667	91.33	109.4	81.0333333333333	96.95	123.29	120.323333333333	127.45	122.046666666667	77.24	24.54	61.1	68.705	58.075
Abhd16b	0.0533333333333333	0	0	0.09	0	0	0	0	0.0533333333333333	0	0	0.3	0.34	0	0	0
Abhd17a	170.753333333333	205.725	197.593333333333	154.27	124.173333333333	139.086666666667	179.983333333333	186.986666666667	115.05	106.115	86.5333333333333	195.27	102.92	119.27	121.73	169.61
Abhd17b	46.4133333333333	41.115	58.7033333333333	41.9866666666667	41.4033333333333	55.43	52.5433333333333	22.3033333333333	24.6633333333333	28.4	48.2733333333333	38.455	28.125	44.78	31.815	37.07
Abhd17c	121.106666666667	183.17	146.786666666667	98.8466666666667	74.9566666666667	80.5266666666667	68.8766666666667	20.4166666666667	16.5166666666667	19.26	25.3733333333333	41.1	47.71	39.015	29.175	31.745
Abhd2	46.81	50.59	40.0066666666667	12.4933333333333	14.9266666666667	31.5666666666667	21.5633333333333	15.6133333333333	13.5066666666667	16.245	29.16	6.665	23.345	17.62	12.35	12.17
Abhd3	2.36333333333333	3.555	9.57666666666667	5.57333333333333	7.35666666666667	11.91	9.82333333333333	1.92333333333333	2.27	2.635	4.4	3.17	7.015	11.61	4.72	3.54
Abhd4	54.7933333333333	46.995	30.9	28.9233333333333	32.85	74.88	83.37	149.486666666667	160.71	195.375	221.903333333333	69.81	86.315	104.665	46.915	72.655
Abhd5	4.88	2.56	2.58333333333333	9.27666666666667	15.9133333333333	16.5566666666667	31.6766666666667	55.6066666666667	49.81	49.155	49.0433333333333	44.635	10.385	22.265	22.08	36.355
Abhd6	11.6	8.255	8.01	17.7333333333333	20.45	17.2533333333333	19.71	18.64	17.4766666666667	16.605	19.7433333333333	24.665	7.155	18.125	29.395	17.61
Abhd8	21.98	10.875	17.4833333333333	29.42	19.6733333333333	26.6733333333333	22.4166666666667	8.03	3.26333333333333	1.745	2.16	16.75	32.73	18.355	10.77	17.47
Abi1	56.1033333333333	51.595	73.0633333333333	84.5966666666667	86.1866666666667	94.33	92.94	39.8433333333333	35.7366666666667	36.73	44.9466666666667	65.005	54.975	70.835	71.135	58.875
