,ESCs,PGCLC_d6,IVD_D3,IVD_D5,IVD_D7,IVD_D9,IVD_D10,IVD_D11,PGC_E14.5,PGC_E16.5,PGC_E18.5,P1_oocyte_small,P3_oocyte_small,P4_oocyte_small,P6_oocyte_small,IVD_D13,IVD_D15,IVD_D17,IVD_D20,IVD_D23,2nd.fol_vivo,Incomp.GV_vivo,Comp.GV_vivo,MII_vivo,MII_vitro,2-cell,moduleColors
Itpk1,60.76371791,61.87270094,29.32167919,17.53244698,16.39901052,21.8858737,37.42078821,40.49627151,22.07885892,18.27679675,100.3427706,123.107412,108.10706,118.8726715,111.0111124,87.45722429,104.4839909,118.2508916,127.045562,194.2409539,121.5475969,148.0395543,132.7275724,24.81798508,44.61652173,29.0166685,darkgreen
Tmem251,14.51030008,14.7601234,15.68225568,16.31076673,12.99257272,22.20935409,31.42264838,27.23948524,11.77565598,14.86561446,39.01091828,32.70790329,37.32947878,34.11996315,39.8534322,43.0115502,42.83220695,53.01252194,50.49429188,39.89255289,45.57278694,36.07536282,31.24229446,1.239301094,2.407042958,55.06316703,darkgreen
AK010878,21.62960056,21.02378763,14.8032894,9.542342498,10.63189663,8.988152038,11.71804487,9.069524956,9.972991778,9.902094654,10.12733934,11.90307275,12.05683898,10.24235308,14.25598147,5.101983915,4.289596981,5.930991898,6.25699165,5.239999355,8.463573218,6.28882678,2.592701804,0.513907692,1.181498181,90.46050792,turquoise
Ubr7,65.5317287,44.11295022,38.46903147,35.37946593,31.7705416,34.02144205,34.56390213,31.53540032,29.19548063,53.4999104,60.57615196,46.33905074,41.61392753,41.26058292,39.65850425,22.8595561,23.42104667,22.68966449,28.87981066,34.90425239,27.44714844,32.53816133,30.91950176,4.546009131,7.038698927,13.79048296,brown
Ddx24,41.76464108,53.96560263,54.85218007,97.64475499,160.4720258,106.9835333,96.50393552,96.83972752,162.1739422,124.7981717,118.082084,106.3235081,92.96303211,92.36942131,91.51526683,77.37362577,65.75349921,70.88382975,67.86734552,66.6452048,59.53335962,62.28352937,59.91241573,0.155388502,1.372868988,79.37636262,red
Ifi27,0.229308489,20.57021233,14.33412051,10.79049696,15.20171514,43.03354864,55.66234525,44.68187652,8.074518669,17.74645307,7.114114141,2.346168448,1.317101236,1.029917317,0.88653722,0.813766819,0.421863773,0.207518257,0.373659869,0.42665967,0.218571978,0.570125724,0.461292256,0.050594793,0.953442267,10.13434086,darkgrey
Dicer1,17.35896741,22.70749503,24.92554528,28.2041128,31.66642784,36.86133141,45.79712098,51.10177222,31.5851103,43.05870826,68.69207607,97.68035187,87.82832508,83.25051294,75.0095186,72.8477394,85.92546574,97.14834683,104.6418399,86.12179187,111.8751303,89.43571846,81.53771284,90.11881023,91.08763438,42.45661347,darkgreen
Glrx5,78.86558239,80.03977562,92.03534438,71.96218294,76.80464606,84.11529603,93.23565172,100.5641785,71.61143328,42.08960335,84.47769339,105.3989698,116.9345308,118.4552885,131.6787916,307.5125185,311.7943947,289.1401014,250.6837989,261.7670605,288.0089746,295.7729589,329.5570767,4.368290526,30.1667704,61.21765351,blue
Tcl1b2,0.220426061,0.99711625,0.755279627,0.030430513,0.047054919,1.127966822,3.276821493,9.382969343,0.058656729,0.370945913,11.26857496,16.83182225,17.11760757,15.73027323,15.30464719,28.08668585,43.1734436,51.71846358,53.18168606,66.09796263,53.10521092,84.86849945,125.3992278,461.8711169,387.0773408,144.8908792,green
Tcl1b1,0.063201131,0.207912704,0.088454508,0.031527305,0,1.539309309,6.031429896,11.77138277,0,0.146895116,11.42528602,19.53431867,19.3623549,18.55594526,16.18250625,71.28468409,100.6440345,141.8558925,161.5258621,185.9735407,167.0960853,247.4745348,328.2137641,1170.97279,828.0100396,335.2157225,green
Tcl1b5,0,0.014779809,0.010436478,0,0,0,0,0.361442532,0,0,0.102881843,0.360196771,0.417821319,0.328265362,0.123141509,1.522226531,1.72581726,1.448978745,3.098075923,6.768334332,2.370906926,8.799431473,20.92791068,84.84213686,49.44885165,60.31140037,orange
Tcl1b3,0.018846891,0.109717091,0.052707369,0,0,0.07911773,0.337495452,1.666773927,0,0.221015409,1.946529457,2.020301343,2.439930806,2.050577597,1.548201655,9.930927241,15.77760254,21.11028164,29.17203201,35.57596848,32.52031403,53.17640738,70.14540843,306.1981041,233.3772824,177.3383244,yellow
Tcl1b4,0.047722057,0.029644338,0.010352394,0,0.025388904,0.176244612,0.387488503,1.800163741,0,0,1.625152845,2.218382125,2.460391435,2.317172028,1.241519234,28.80432085,50.35840248,64.9153503,71.94524197,79.82268245,46.68877166,65.07243281,74.48139397,288.9813872,359.4194735,115.489401,green
Tcl1,152.8804596,100.9437566,70.01291338,11.08247945,10.82682521,44.34603164,67.76536665,99.25803921,4.91668151,7.645598103,132.7753335,168.0142521,201.5370182,206.9927801,201.2030162,395.4200034,422.3924486,470.1429349,472.1390846,497.610372,397.1721307,494.5153825,679.3233452,2393.190794,2376.288898,544.5498448,green
Papola,63.35301244,99.75135389,104.7703386,88.45171882,96.95210125,96.96453892,91.411393,90.90811529,92.40171242,56.04006877,53.65040224,62.33669549,59.89214828,58.26807709,56.11712387,35.63897048,33.48366389,30.77215461,37.03928766,34.7532513,36.67688664,32.90743378,41.40169824,26.99364656,45.21258506,68.90490239,lightyellow
Setd3,19.90889418,31.40107438,36.79888407,47.42472526,57.19441109,35.68710361,32.1213533,30.67113545,67.61658118,54.57345764,45.52765286,36.21930063,31.60975542,30.78676175,27.2949473,28.01913971,30.74936614,27.99169163,28.24830871,24.27148194,24.00045502,17.30674533,15.52919073,1.204219957,5.113837079,17.1708687,red
Ccnk,42.02006842,42.38949842,35.49265648,46.78351282,70.01772705,53.54633072,60.25561344,61.92242572,75.08171621,95.49821668,80.26277996,108.9098285,133.4336191,136.5589155,141.4991006,93.40072566,94.30993011,87.6872344,80.14073578,68.97850405,66.07198098,58.2212892,35.8176879,4.46951449,17.4931555,58.06230324,magenta
Evl,26.22153229,5.28587876,13.80047153,27.11677431,49.31189512,42.43759898,52.45268954,57.89572293,43.58023633,65.61258276,62.77272706,95.17317417,103.9086817,100.2806728,96.64179543,90.3432538,78.49813702,72.23679948,57.12828959,51.27176349,66.15317064,60.49373812,63.7839469,24.70030421,49.64146492,52.02132564,magenta
Yy1,48.07386543,36.14301269,25.84908248,22.98838476,36.79464486,43.7863255,45.80607099,41.01747905,25.04620158,55.53649638,62.37158133,50.07747627,41.68565082,39.52459218,35.59296442,22.11945094,20.74258829,21.14614987,25.19250565,23.45386466,31.20087102,15.82385301,4.37659528,2.23815758,4.962104332,117.9326604,royalblue
Wars,61.67644686,31.17261227,28.72212763,30.22631645,30.74521857,30.80422421,32.14582694,27.17436122,30.84621057,34.26432458,42.36366926,36.20781714,31.89937752,32.86059743,30.62415806,26.03549767,26.8962877,30.45830406,30.25152584,33.98913742,29.11096359,31.73144047,35.22441701,22.43711288,25.73115172,17.4516432,salmon
Rian,57.58898812,17.42505174,1.209586913,0.133734202,0.16188321,3.947417195,3.738538388,1.86595275,2.014976191,1.376748064,0.945193664,0.480949416,0.07598067,0.053696664,0.090583602,0.169527778,0.154961114,0.234091935,0.581080623,0.986915506,0.225620237,0.612595655,0.442649717,0.071825573,0.222937548,0.165085653,salmon
AF357359,193.4056008,41.74903497,3.259312075,0,0,14.04000508,10.37583919,3.488958002,4.99475638,1.958394727,1.255887144,0,0,0,0,0,0,0,0,1.801644522,0.343674045,3.136729172,0.541064153,0,0,0,salmon
Ppp2r5c,46.58714764,33.4241205,26.59920605,22.90432712,20.5872697,20.75830677,26.28343796,32.44264958,20.67350592,17.80946509,28.60961222,36.97566426,37.67277825,39.89445274,41.29325193,59.48471603,44.7254941,36.08655,32.94599647,33.46677108,27.39503335,36.18992842,43.99144629,85.33468881,79.5704142,55.70422928,green
Dync1h1,61.75679134,52.66781005,69.34188012,78.46070911,73.12240403,71.89519954,64.96757105,60.63343374,81.12306186,82.40024119,66.07902782,58.63611847,45.87482119,50.90184039,54.98296952,32.27975563,22.50164622,19.57686331,15.01184306,15.50601063,20.60699635,10.448159,3.67456926,0.136695898,0.949419855,13.87814906,red
Hsp90aa1,237.9002829,155.9122266,205.240966,140.4879124,132.9510104,122.5165874,101.0454044,114.1491789,199.944248,149.3418474,153.4494393,131.0192041,127.3840795,115.8971324,103.9343867,160.0121847,243.3485038,227.250434,220.1878121,152.0334339,263.1987602,176.2346658,118.4936631,2.060931928,4.470597086,79.09471672,purple
Wdr20,9.940745155,12.20181976,14.2716859,13.62281118,13.77961549,14.87750216,13.79494763,15.19517518,9.749896721,9.981504509,12.60858537,18.43620596,21.6879601,20.49580906,20.6933287,23.21199176,35.3481874,44.39662123,59.16896201,66.17568043,64.00578976,110.7706961,159.2080409,406.1145116,326.3124467,116.6854271,green
Cinp,25.44911885,29.15716858,34.87885538,55.76627277,66.64200384,34.92104645,32.29281461,34.05522716,86.40360798,36.47143874,46.63602498,35.79876642,27.55820285,24.54928628,26.13180251,27.58239167,14.94484516,11.6896271,9.884563316,9.854364165,9.979947451,13.62226587,7.857844219,0.240998019,0.860889728,23.32619414,black
Rcor1,14.15006848,12.42807251,15.62726326,10.05607913,17.2492107,17.77875611,17.92489372,14.3302365,10.90724269,26.11098949,18.11589101,12.5640988,12.58465711,12.79802849,12.20770982,7.169505747,6.226545735,5.852582223,8.91887937,9.421247756,10.98799503,13.04320894,22.07098589,63.19688084,50.80664571,97.78433262,darkmagenta
Cdc42bpb,21.10094227,29.69618209,40.28243658,33.35531649,20.92412477,29.92453151,31.28326583,29.2992179,23.76506667,20.74828397,27.77892741,25.23678174,19.51592919,20.17477023,19.90281104,19.41055592,25.60632527,33.12405014,40.59182071,49.53403595,48.12361849,50.41484642,78.76654672,283.5282873,198.5333447,59.54851599,yellow
Eif5,83.69877383,98.37191021,128.8779265,130.4227527,153.4402914,131.3204218,122.9210012,106.6017899,197.7117272,219.7925181,156.8244345,160.2542091,158.5841535,149.4003788,164.5742972,76.32917011,90.21881105,94.05995267,96.28660633,88.15790403,92.40468602,75.21283114,67.42261489,30.29116734,60.10455769,192.9696094,lightgreen
Mark3,47.89855771,53.7650186,68.42430047,102.0402077,122.958289,93.00372055,84.53244014,80.03845847,105.2001099,103.4769337,89.21597158,70.06415131,61.29036329,62.46940635,59.76872658,46.23829166,30.85004386,26.04109577,22.4895609,17.87113563,21.60306554,13.65323917,4.974890387,1.771051435,2.420411949,53.7096549,red
Ckb,734.6273364,531.9913252,275.072275,39.6059561,16.78471039,79.21868086,144.7518664,180.8668658,22.54544265,20.12779293,106.2774771,295.6120034,400.8271599,436.9218014,499.3470911,617.8998529,620.7409871,533.391626,391.992383,451.4198208,341.8113402,274.9179626,144.8338554,0.73702986,8.225840272,97.83464727,white
Trmt61a,17.25137788,35.19685708,25.86923101,12.23846373,14.82266189,11.66260036,10.20526148,10.35627386,11.51540447,19.64339982,22.00452455,16.92049807,14.83552583,14.83163245,15.31339957,7.897898402,6.862381983,7.955470095,9.254072798,10.70039766,8.842074899,6.824368336,2.292000187,0.141021614,0.261029098,60.94221269,tan
Bag5,11.7660424,26.43440995,18.20946054,14.3909228,15.19867073,19.27717108,23.25729694,18.30108111,13.65919626,27.69184093,36.12926589,26.8827362,22.23900011,23.56274039,21.2748332,12.27922137,11.08404315,11.87777989,13.93734197,15.01673136,12.64149901,10.37463037,3.834924078,3.531538853,8.321158038,80.30677175,turquoise
Zfyve21,39.79609498,31.44541152,41.06529515,31.73317491,29.26850324,29.45917387,48.411164,52.70208405,31.92487904,13.88239568,70.15497665,112.1630451,81.76892819,80.91991515,84.59187814,159.5770032,189.3342144,209.121945,208.9970974,204.3438883,201.1711535,232.9555606,193.1060434,161.3924713,148.88269,28.22449297,blue
2010107E04Rik,322.412453,329.1187535,353.4737919,313.4908032,365.559177,318.4261062,313.6248949,313.5856964,361.555954,393.9532943,318.2875602,324.9493907,292.4424298,304.1990264,268.290429,421.3830964,313.082936,261.6562404,191.4246924,146.3119771,138.0937587,139.9828288,143.3859055,6.977351474,57.59620302,66.64560927,greenyellow
Tdrd9,0.073689187,0.187074097,0.978749956,1.478929692,5.103132846,39.03767739,32.01174396,30.06939439,9.745541457,172.6444555,218.2339112,109.9393586,68.91617886,60.27940803,51.81411507,47.62808586,30.88463599,24.92297182,27.24625025,28.86088265,49.82485888,25.29566254,8.029351203,0.728364879,0.987777238,10.13434096,violet
Siva1,125.4653058,154.1203364,141.7519835,103.1620069,105.769055,79.64476907,70.47462626,56.16465719,115.8333113,44.07882804,39.69892375,46.62371917,48.78234927,54.34301985,52.4186277,49.41679561,43.42810004,49.17326422,48.02906237,65.96227652,55.27258682,72.61098998,88.37003732,166.9995436,139.0350686,220.9215108,saddlebrown
Akt1,32.73531195,147.7667271,94.02031963,54.2436235,36.24896863,63.82561341,80.71155419,65.96959683,35.22176003,39.36418156,59.13177028,44.14402807,34.22445427,33.25325749,29.83344988,40.85437642,41.40306164,52.15901102,59.19986062,89.94838584,64.9930598,83.90797865,100.4720316,209.5711965,193.4203726,97.10240728,yellow
Cep170b,15.64523964,8.767282376,22.96724105,27.99676611,18.74941234,21.59570012,23.01803213,21.38408986,20.45985471,36.96528843,37.37961449,31.82845355,35.58799924,37.94416578,43.05262513,37.37230624,51.25157431,51.42968787,50.06810026,57.80454926,53.34265117,41.1863993,43.66336943,56.90134203,67.76836328,19.184418,darkturquoise
Cdca4,37.87830476,59.18582436,42.39253024,26.11735587,21.52836751,28.72994753,30.5014594,19.49741588,15.74079738,16.39287804,14.88453317,16.72035534,15.95888844,16.32990378,15.37009772,11.94834126,18.16579761,25.83529829,39.43804939,54.2728585,35.69335898,45.55073471,58.81333273,141.1766543,135.6997586,93.09326051,yellow
Jag2,2.433935476,4.020060663,26.63988302,33.40806737,23.63437054,52.95612093,69.27485935,75.97427983,24.42991429,68.07803521,165.0126248,144.5219138,126.5599218,132.6187636,136.8000214,113.3834178,105.9244212,101.3538658,91.6596256,112.7876564,97.97047947,88.08967602,116.7040874,13.59764009,37.96698696,6.883790304,magenta
Nudt14,16.70032869,27.82946931,28.95675554,24.79675175,43.06441321,42.65736002,47.48585779,52.34739539,30.11786303,16.73658944,41.1464345,48.02769998,42.02967385,44.14665739,37.35769933,55.33530752,39.98022215,34.08212765,26.04627434,24.50086652,27.89318343,23.96419995,17.52794639,9.976290858,9.61654065,4.650708373,greenyellow
Pacs2,16.21847651,13.63619833,22.55149411,31.88818373,33.06777832,29.51892666,27.84922802,34.68300934,40.87910271,43.12288042,39.6711057,54.33956551,67.74980273,71.35022182,81.52660114,54.67695804,52.09659812,48.6345781,46.28639966,47.8853099,47.31636268,41.94723196,46.05289782,44.27399069,58.04169084,27.32404962,magenta
Mta1,91.12247417,152.7152909,168.2152398,113.2470058,65.32987169,88.68476898,96.69316165,102.6433091,84.987423,77.61394241,152.3692467,166.9954156,152.4258678,148.6034735,140.1621194,84.99554078,78.13233533,66.63200152,59.03230358,61.49113703,73.68839173,52.84145881,38.68468564,6.85737544,15.58898575,7.919730407,midnightblue
Crip2,32.00538092,219.304658,61.79920107,10.46748746,10.17617439,20.12995326,18.7122144,12.50306922,10.39131041,18.35349526,11.84908526,3.360200654,2.986694139,3.570586063,3.925691914,4.076923202,5.052490173,5.102697026,7.968750804,16.53037712,15.06549352,27.67142032,20.19630143,1.334868543,3.204701104,6.022944013,lightcyan
Crip1,14.41039815,244.1825187,100.1229322,35.6008783,20.15692129,17.40196961,14.7124989,17.62739256,29.59695792,1.575810633,0.137740068,0.138922996,0.518672254,0.403374716,0.263947193,0.256513517,0.047043865,0,0,0,0.084893652,0.140041196,0.270751354,0.03799293,1.006978532,2.151460254,lightcyan
4930427A07Rik,19.82673147,64.2202579,35.524672,20.79502924,22.65798048,18.05063395,15.72242154,13.26936065,19.69096756,19.71873183,16.44254811,13.39930094,12.46763197,12.33542976,12.11314486,11.23485196,8.124908056,7.79536348,5.856576287,6.187157124,9.920556657,7.810827649,2.958880342,0.069012279,0.331968723,28.45494718,brown
Esyt2,13.94210124,19.57908403,31.43700661,55.82984499,56.91657733,38.05661095,34.2407079,32.48434798,62.90422575,33.74571968,18.39836711,14.3369741,13.89237598,12.78870676,12.82842884,9.750110893,7.257266369,6.448945643,8.431825902,8.08750019,9.461329005,7.226770834,11.43150379,162.5523714,140.3353472,17.81170633,yellow
Ncapg2,14.03950557,15.06747521,18.70380784,37.51949416,40.71750865,33.08447082,31.4490967,30.90005388,39.76547059,12.75820108,11.68620515,16.65244659,21.28984819,20.84286158,18.36100453,6.461577415,3.736371622,3.423489739,5.771176383,7.147534377,6.736129977,15.73947403,32.00420028,92.17449539,72.51163415,37.14594659,yellow
Rapgef5,1.792272647,1.56991629,4.731898599,11.75001689,18.26998791,8.402618207,5.704482545,5.176785337,22.45378542,6.729122212,3.731554073,3.815937026,2.504724392,2.072581126,2.714987799,5.451013298,11.41946143,16.95826657,26.55178697,30.81792725,31.48421865,50.97968938,70.61395067,14.89208027,23.61524406,12.49478507,blue
Gdi2,166.7410822,131.890155,124.4440427,153.3039264,150.1255164,163.0096608,169.9650997,195.3762928,175.4840494,114.96675,199.7894857,242.6404814,263.0104802,264.237408,240.5447464,133.7182529,119.6770296,107.5805282,105.0333903,99.66339101,116.920022,114.8594864,104.1954264,20.85770049,23.4446729,138.072259,midnightblue
Fam208b,8.927295442,23.47047716,37.46752371,70.2749263,94.23477589,49.49399699,38.53926544,38.35889799,89.42169401,57.33186867,30.65833757,11.36112116,8.298347281,9.169314985,10.29482767,3.999051481,1.882494885,2.435246549,3.878155959,3.819688732,4.782964171,5.425679019,10.3265196,35.11491515,19.78202811,49.98214041,black
Klf6,22.60133881,8.500756696,9.319169242,6.192259061,4.576932093,66.00326429,90.2753047,69.82894557,3.615148094,10.78055173,10.41599874,6.039792417,5.629358483,6.20562055,4.800360826,2.320780708,1.057022296,1.036831328,1.366647442,1.428826934,1.403226235,1.666554629,1.260750752,0.268071666,1.328323228,1.522016089,darkgrey
Pitrm1,62.60535933,48.82239007,56.05364991,40.42403936,17.81270076,27.0069436,31.31063493,44.84300113,32.20819257,5.893732447,14.88315209,62.86223804,107.7119672,112.5618088,113.4928627,110.9964649,81.62103522,67.65378612,48.89611695,40.03315059,48.37259192,30.18562589,19.26669813,0.129168822,1.730964327,9.807712669,magenta
Pfkp,116.2653907,95.17030045,22.75045492,4.969581024,4.225924806,5.001429281,2.811175738,1.92879652,1.562596309,1.091997732,0.324634213,0.229192837,0.345733733,0.385030914,0.275622655,0.142578694,0.881383815,2.114386447,4.425590153,4.474838208,4.391692535,5.316420973,5.368105464,0.218021167,1.090561583,1.874886799,pink
Gtpbp4,81.52668841,110.1805951,109.2548849,84.35863568,62.02572863,64.41661833,57.23188789,53.45926001,73.01843157,48.29654309,60.32552135,51.71891095,43.36621328,44.57396423,42.19928974,27.01279946,26.5080368,29.44667338,34.64108037,31.42921698,34.49225253,35.5408035,30.30470833,8.831878321,14.51878002,132.7519092,tan
Larp4b,27.05948478,46.54852085,40.70510253,37.66051918,32.72864916,45.33214631,41.30580725,47.10908919,26.91055188,37.2909456,69.33858622,63.4227069,66.9665588,62.971685,70.09088647,14.71941482,13.64277756,10.66150175,20.33573653,28.20127833,31.13591316,35.55902328,26.17339731,21.31018952,33.58542753,53.47239479,grey60
Mtr,18.32223161,31.07483016,45.59394054,28.95093893,33.98807637,24.79362183,20.68560693,20.45445962,52.4281312,25.13708743,16.11043018,14.45001965,15.06141171,14.49759187,15.29071981,11.60903816,10.63031077,10.57740692,10.11314551,7.164009004,8.894617854,7.53706392,9.647852718,28.58293895,18.86785231,8.680414475,lightyellow
Heatr1,33.56726973,34.32494306,33.45439112,41.33984667,51.6303082,31.75217616,25.37499356,23.01670996,65.78320771,22.63225576,23.73541104,18.03534415,11.71819802,11.80146686,10.66521232,7.776342311,8.044588175,10.77599315,13.51130747,9.940160966,10.48479232,7.694682606,13.69594822,0.099474303,0.737686661,52.97330288,lightyellow
Ero1lb,0.83476362,0.822483687,1.170816449,2.978997329,6.223650655,5.638309216,7.566228021,12.17256025,7.865312457,10.37069817,16.63971616,43.27144562,53.02699603,55.32301524,54.89693812,19.64588504,21.14549142,20.05628755,23.30001605,26.74816014,24.14668399,24.74276181,26.26597497,4.077598166,15.3612165,5.530752502,magenta
B3galnt2,12.47618722,17.06421845,16.58738395,25.05978919,26.48566037,18.85319503,17.95178641,15.26132064,24.23570594,12.98270122,11.29739345,11.49502485,10.26780562,10.22582414,11.25494885,5.982112571,5.223907465,8.121470987,9.583610646,8.566394997,8.527026718,9.396524856,16.98060865,94.65167004,58.21734016,11.81917332,yellow
Mrpl32,42.57970574,37.83780942,35.24168511,16.8237102,16.07840904,22.66668111,28.82625377,37.68658756,13.61693308,29.03600277,47.64925724,56.40741746,63.57782451,68.9903018,54.46384123,46.41618834,45.60656464,56.24787464,52.14619078,61.71593977,44.27557304,71.2649804,87.77829502,18.91034354,39.37171439,28.90022956,darkgreen
Psma2,189.7071667,256.2681661,231.9322637,167.9031038,133.3093221,160.5423089,162.6448236,147.6975116,154.8999702,153.4081003,174.9548984,145.7723618,131.2871777,135.7091538,105.1129813,164.6377068,161.5508005,154.5500272,140.9707093,125.457502,116.7419533,170.9820726,196.5132675,223.6538808,291.8932045,71.66369567,yellow
Gli3,1.791220876,7.788270034,10.2477049,12.77990187,10.49100957,9.305108242,7.474720984,6.218372431,10.40849422,6.238961675,1.413187263,0.523364975,0.387393539,0.342111595,0.501703125,0.888324516,1.147096774,1.505998442,2.737760142,2.546944261,3.217614128,2.504984795,2.148436937,54.42979449,86.65481968,2.999751476,yellow
Vps41,36.75433685,38.64289357,58.37726977,73.54894827,52.42158584,56.77665331,58.89637612,61.72756025,80.46648084,104.0730999,108.4075896,91.0386066,84.65607118,83.56258917,79.28750249,73.01253584,58.24222975,46.95703447,35.12486138,25.63562016,31.38171659,23.0838192,14.73619554,0.757897175,2.465977372,4.495125698,grey60
Stard3nl,53.98949279,70.13175647,64.66396384,39.38149083,30.72267247,42.89591765,41.86491895,37.74296403,31.18831892,40.91890732,46.18005348,33.34819029,28.64533104,31.35460218,23.77722225,39.01109378,30.53011714,29.9124339,30.02267801,23.40745098,17.3850409,17.43085084,35.0653624,114.5382651,142.1614449,28.11618684,yellow
Trim27,42.17629929,46.04959716,39.44102463,26.18696984,22.15004334,26.16919392,25.00469023,26.9610666,26.68875595,26.03190509,39.44969477,32.25250227,31.34056574,33.21372909,37.03446435,67.89304128,96.29926491,112.7065593,116.9831162,121.7006,90.09607223,84.14480391,100.0020151,2.350366147,7.170676387,11.82224486,blue
Hist1h2bc,2.498322394,8.79387028,2.874696293,3.172764088,3.494389951,3.896266355,7.555321873,6.284678155,0.899112903,0.445268454,1.052618192,1.7899525,5.084890586,6.028856883,11.70359512,13.90143348,22.24595667,30.16850722,34.22928828,42.42503982,42.93519344,52.83903629,54.92118385,5.901382739,10.9515509,1.12062477,blue
Lrrc16a,2.37747319,3.570044878,9.512690612,10.1348978,6.396183224,10.08635853,9.062559812,9.540036744,6.583578027,6.935253287,7.528110448,11.56435389,9.698501674,10.06444721,10.03723191,8.502339241,6.437158081,7.047684831,9.312347099,7.295499048,7.551165843,6.438553489,16.5457889,148.5849978,113.2569092,5.966828145,yellow
Gmnn,120.6657199,137.9301779,120.9126663,100.9307679,95.11296901,108.7825205,90.86858966,104.3083813,106.4409335,58.30481121,94.46457765,94.36905522,70.75326401,70.86530432,65.04765917,79.55218033,63.04174531,58.89533731,63.70645099,61.32507591,53.87190256,65.43618283,62.27114767,141.0242833,138.3741338,209.3785868,saddlebrown
BC005537,78.79853012,124.5359473,156.2228488,121.6456379,147.5072949,138.6502404,148.1415275,141.8043392,116.5083128,200.8567229,200.1273523,175.9367417,129.0415762,117.1261837,103.9043497,104.3675313,68.26822392,37.19206216,27.13691113,25.23710043,34.22682789,25.44213273,12.3661432,5.688450082,8.633040162,72.03818744,red
Acot13,23.2467057,107.8947579,65.11604001,65.66526726,45.17208428,53.63025999,50.8964112,59.47861931,47.11491541,34.7106454,36.7794311,60.32932386,76.63072654,76.31357801,87.30586571,125.9512238,98.29536518,83.3552255,59.60624094,61.05253466,35.75926499,39.63185602,46.03573906,0.068376511,2.926139748,43.99731887,greenyellow
Tdp2,53.12321934,91.38965874,110.0505018,124.1633071,130.7948184,93.58987569,81.34110767,85.92309535,144.546535,114.1754356,85.21877054,81.526121,73.94670599,69.12896743,62.19908768,50.016562,38.43954578,36.71364874,35.72171317,28.8762579,29.09592808,24.53839715,30.71610874,6.289829028,16.02714017,78.27034912,red
Sox4,1.14505121,7.614321891,12.67317759,13.54400176,7.751247843,39.51319991,54.13671385,40.50470271,13.80782408,15.95977689,11.53355517,4.312506926,2.174332356,2.991064635,1.821211262,0.273789756,0.209354237,0.130857091,0.380696338,0.336573063,0.567431192,0.235776085,0.402101657,0.247279456,1.8581589,3.502070387,darkgrey
Uqcrfs1,146.2710654,136.6197652,125.6263293,84.08868049,81.32994809,99.7239971,100.8667091,97.31466421,73.50876814,76.55276465,109.0281899,101.2025215,81.60844239,78.66141809,64.38517297,69.57131449,49.39843221,47.35364468,48.15720251,47.82807033,41.96051577,40.44376544,40.61794746,4.208607371,6.233821452,73.85482293,brown
Gmds,5.115919109,7.457490344,17.94049473,34.69739136,49.61805878,34.36611175,35.91138552,49.44154922,54.8504436,36.53002217,76.56055076,94.29063596,127.9308656,138.4059745,167.9143863,134.2397428,127.9552348,117.5079338,91.22705746,87.61979916,68.52064491,64.8644534,57.10577256,21.15795873,36.8705997,3.965215073,magenta
Wrnip1,25.85330905,33.10751988,43.10901064,46.05854551,55.50275947,48.99347645,48.10063422,42.42008838,50.4763545,61.87508193,76.95805384,45.77994431,32.57307391,33.64231183,33.23687091,17.20329539,14.24215563,16.24592032,18.72901073,22.16070743,14.61317264,18.16103919,23.10144605,21.19189927,19.18501233,11.85092658,red
Serpinb6a,29.38639131,24.67731705,14.88782838,30.00541917,46.11994399,67.52116832,100.5853396,99.1776002,35.82007956,45.21309003,47.99762939,43.89835087,33.93114714,30.98981383,20.18176856,16.65551355,12.27061413,10.85905163,11.06915048,10.22031845,11.59091499,10.72823131,5.844726384,0.610564886,2.804398455,0.464225223,darkgrey
Tubb2a,20.99214931,1.530785358,0.846012365,0.344348264,1.186408191,6.399996641,11.86483533,17.96646063,0.284265793,1.733641682,4.452584145,25.79831808,54.65679495,69.15741693,88.82595052,161.9322792,241.0833057,245.5601099,218.361899,254.6412545,219.0939919,296.7140459,257.9626877,13.73887478,133.3384751,21.51759688,blue
Tubb2b,132.4165911,6.753197021,4.197176861,1.604031302,2.214689386,11.02055064,27.12564825,45.79358644,1.54236607,1.124023965,18.97373652,69.36425363,92.47615546,105.4202141,99.83159559,150.7855125,180.492445,176.0002855,148.2635583,154.7128763,146.833895,113.3397148,77.08714177,0.233006273,4.736907288,3.361616292,purple
Psmg4,65.44840657,71.88851452,39.0800214,30.4101691,52.53386081,48.25888603,48.957839,50.15429349,50.75118381,93.46456042,111.9189837,105.3332324,80.98229892,66.1594132,77.82973291,48.2066071,45.36394864,45.1007924,36.33547794,38.5128508,43.09825268,41.99624679,38.63503874,2.240327125,4.465309569,2.869871406,grey60
Cdyl,21.30700053,41.33980575,30.61558351,17.4733049,11.72514655,21.15410277,24.53996547,21.56497813,11.93907425,24.40486292,40.02406197,32.95320591,28.8736487,29.08280532,24.15181069,9.956419438,10.03763684,11.4375955,16.7338766,19.28876827,20.24184811,27.29542818,22.54126419,61.44820234,52.29396545,16.23816555,yellow
