,ESCs,PGCLC_d6,IVD_D3,IVD_D5,IVD_D7,IVD_D9,IVD_D10,IVD_D11,PGC_E14.5,PGC_E16.5,PGC_E18.5,P1_oocyte_small,P3_oocyte_small,P4_oocyte_small,P6_oocyte_small,IVD_D13,IVD_D15,IVD_D17,IVD_D20,IVD_D23,2nd.fol_vivo,Incomp.GV_vivo,Comp.GV_vivo,MII_vivo,MII_vitro,2-cell,moduleColors
Lypla1,66.72140097,117.6590653,93.42846276,51.27515066,28.89275193,43.82573718,46.12426289,51.24427252,29.95698816,29.52462226,36.02284725,54.092201,57.79271905,50.32413573,48.99409409,42.25043857,42.19771408,42.60466654,44.85315953,35.919828,46.16824373,31.62647609,17.72867878,23.21487181,29.13122667,38.65843052,lightcyan
Tcea1,16.59642461,23.73245364,23.21623982,16.9208096,12.51748289,13.20561708,12.64694312,11.23316488,13.9766543,5.60175565,5.159709554,5.718397453,4.432027658,7.27209306,4.636644144,7.007185858,9.139070107,10.13851431,11.10446415,13.24962302,8.796395562,8.494938028,8.066748164,25.38698097,41.21478057,56.25579612,saddlebrown
Atp6v1h,67.2417749,61.52300188,84.88782539,107.9881798,143.4064843,102.7880485,96.0725978,105.9947495,176.7649448,207.9424952,163.4033642,120.6708979,140.9043476,120.5203365,125.5830811,75.39422048,62.04012487,54.36800981,50.72165747,47.27048859,53.67197238,49.42875571,38.26229023,50.78660906,39.65842589,39.14364658,red
Rb1cc1,4.418591118,9.807549122,11.68948467,15.85727608,23.10458801,19.2272244,15.96381607,15.58923998,18.9569139,34.37057805,19.51401833,15.51967398,16.08320112,16.5379845,16.66854447,8.946279501,9.29903375,10.99239863,13.12824852,10.319882,12.36875766,15.84801067,18.21614508,22.30580532,25.7346551,91.22603335,turquoise
Rrs1,64.00796428,64.31053839,63.45564068,36.2444128,28.99048673,30.59999937,29.27645131,21.86851783,22.7902407,30.06301627,29.41808394,20.84945101,16.73391435,17.21943187,13.77523007,6.027559246,5.680963163,5.841856599,6.457632654,9.45432478,9.001983818,10.07029962,10.1659154,21.44177176,13.05538488,91.11054394,tan
Snhg6,178.5620752,150.7049227,93.68441307,46.8617523,39.83222286,49.35420042,39.07071349,42.39871287,36.76500347,53.6900532,30.77714161,44.58494334,30.87783345,44.63611243,29.20570098,24.36404737,13.04817727,13.52086531,8.524022449,9.171068371,9.633977585,16.575086,20.91634921,2.287226182,5.257703476,40.69682222,pink
Cops5,79.69226563,154.795701,126.6541095,106.4818773,103.3424786,113.1274688,113.4656198,116.708392,113.4808481,88.74949411,105.9387467,126.6456491,133.7896959,137.9430005,130.5149006,154.6073764,136.0156303,121.2667052,94.023457,71.73190917,72.42078628,66.90474825,57.35145142,2.618023151,12.47122757,25.02693674,greenyellow
Arfgef1,12.99008419,23.54396794,47.5259021,65.27184528,66.24643282,54.0827524,52.66082651,54.19366536,81.3444853,64.53179932,76.32294529,59.48060595,59.20610809,60.24845842,67.31244723,47.65466927,56.10117769,58.53969005,60.5426798,58.49204182,58.1254273,54.82663984,55.67049829,55.12609805,65.66435237,52.10096983,red
Prdm14,28.46549838,59.61066943,28.69631648,7.400349491,4.327485259,10.79171654,9.429080767,5.050609413,3.260206808,0.194727076,0,0.07913042,0.069721856,0.009161532,0.16964282,0.016580986,0.03243904,0.040822725,0.009262953,0.012814969,0.015326185,0.00368895,0.047314296,0,0.138615714,2.912106618,lightcyan
Ncoa2,9.341259984,23.4915101,32.38916934,29.10215013,20.84222675,25.28451071,23.91042621,20.55292031,21.36182596,24.59142037,25.78818151,23.97178443,27.5733331,23.51450392,26.96446628,9.351639019,7.865624125,7.780386446,12.18345258,13.56078378,17.21281797,12.35938373,11.40604444,57.29944621,42.72791618,29.90032399,yellow
Tram1,33.75068372,57.29436041,56.15986832,40.35128771,27.47502603,41.87141375,39.44465907,49.93240784,33.4119473,33.86464977,44.03303697,45.31124877,55.90815396,49.31169354,60.7814648,62.433099,57.76810675,52.13162792,51.9783754,48.1466284,38.80300399,40.01803497,57.07733012,13.48869496,48.34007646,9.769741851,magenta
Lactb2,100.2801725,51.49169872,32.57387227,18.55229755,9.037517315,14.4836752,10.85308037,13.45559315,7.304153662,2.524541749,3.451733831,7.26126579,7.852758053,6.644564186,6.435963411,5.057930337,4.296912175,4.82852568,4.983338638,6.009520106,4.720667704,6.065181049,10.13452279,5.535323044,5.732911025,7.764878665,pink
Terf1,97.75366452,128.416574,94.15259326,57.85037881,53.84493382,42.21126981,33.68127406,29.38087373,61.96550275,29.73445223,27.45148285,21.28378748,21.25760728,17.65545526,19.24248175,15.38735476,17.4403895,19.4359946,27.8511836,26.68365757,28.18647469,34.06229351,41.58612059,0.558213721,3.123369164,42.85074331,pink
Rpl7,299.4573649,295.5647241,288.1585986,225.6328924,193.1561209,188.1868565,173.9050652,168.4782928,217.8576947,208.8349216,147.8243906,138.0567193,173.470177,191.0563112,183.6961969,121.3129997,73.60319957,55.21775159,40.74720302,29.97775296,29.46440417,25.26846263,18.40568816,0.121139701,2.463169996,69.69266325,brown
Rdh10,3.663050633,3.462953232,8.060655198,13.84944526,18.03957965,18.2103712,27.60775861,22.11382214,20.99327029,20.28691748,29.25148408,32.23449816,30.64458802,31.14834444,35.94768288,35.31577044,32.73423645,35.63124284,44.34337574,51.9228457,39.49671187,52.12581874,98.63486241,52.48053543,110.7766327,33.80718888,green
Ube2w,8.477619265,6.3024215,8.295680375,6.180651284,6.050805293,13.99586961,18.12720689,22.58370607,5.640460084,14.2532168,33.48960796,34.13377778,31.09346461,30.50852146,28.5143487,40.28942993,39.01226431,35.84085952,37.00679759,31.07215323,38.67106783,39.55472484,55.20207906,1.687482809,8.020791516,16.83579751,darkgreen
Tceb1,82.93546814,110.0232928,90.19171482,66.10192872,73.83817003,79.42122425,84.72506945,99.42642148,54.40089565,82.71372714,85.27034861,100.8335769,126.9708159,136.9094256,131.3798346,252.3863294,239.4599543,251.5111888,265.5894052,284.6900893,292.9884246,406.0067881,444.5309553,35.86692116,145.1352099,339.5643138,darkorange
Tmem70,17.49328564,40.07851938,32.57884618,25.90171333,24.84903541,28.11196763,31.06976045,41.81039927,21.54402836,44.07174591,57.91228306,52.68600477,53.27034037,62.42335296,52.91911707,94.44249231,79.75594621,81.11201377,77.3082169,73.04755063,79.68389793,83.83701636,60.96387139,17.5146199,20.6594606,27.96826049,purple
Gdap1,0.028967692,0.307091939,0.816579621,1.627697782,1.522132685,0.919783391,1.192056177,1.426697467,1.526181067,1.333396844,1.084029172,3.723947749,5.631503071,5.469153977,6.607766119,4.96123235,13.52894759,21.17301209,39.06674941,44.91664591,40.32660364,62.62407146,70.57795426,26.07930405,89.3677275,31.45400344,darkolivegreen
Mcm3,201.2356076,144.1506175,161.3247665,140.5899485,91.39365701,95.79016826,78.70597526,58.45159915,110.7342376,61.57268752,64.60602976,49.53708289,33.96399683,32.51484126,27.70768541,18.98877786,19.1923843,23.96737556,24.90779217,25.30292511,20.3148265,22.09387202,34.90910359,4.807613144,5.859481653,37.75082074,brown
Khdc1a,0.033253518,19.41114105,7.911175,0.323340521,0.389627977,0.929215325,0.211384386,1.605098402,0.550023366,0.143551859,0.330176209,9.948736476,39.74114189,93.54736499,95.77848999,66.05549022,160.7889381,203.1120532,231.8655666,205.5551144,183.3243702,136.4533885,52.69467896,33.25386608,50.56657954,114.9891881,purple
Khdc1c,0.038414906,5.120978135,1.402516785,0.344932621,0.06202834,0.149601087,0,0.807274591,0.129303558,0.083483286,0.178562153,4.136951807,13.39776843,32.09325619,42.52915764,20.90260017,52.62274127,74.44966437,88.63801476,82.6678496,58.61579025,58.34482016,43.02386543,17.19589217,30.15713858,206.6953463,darkorange
Khdc1b,0.339336627,0.502711637,0.245134411,0.054658455,0.125356409,0.248217886,1.492447864,12.38433659,0.100577322,0.366296051,5.944393908,40.8081896,162.4796196,352.6404107,364.1862253,506.5583561,970.8041857,1089.229898,1153.108965,1092.165398,1086.935807,982.3417206,877.3193565,1108.568992,1051.793639,682.0866858,darkturquoise
Mir30c-2,0,0,1.478693245,2.597809092,74.52801669,16.04549149,1.389490205,9.041993387,9.238802917,13.59140034,1.077593993,0,1.411567164,0.856677993,2.131030718,0,1.001362267,0.270155137,0.329881737,0.402385329,0,0.248406407,0,0,0,0,black
Smap1,34.98172394,44.89495717,63.43606494,68.31355366,57.97900858,61.08621533,72.8872077,80.08912839,68.90493664,74.04075117,122.3242249,132.9995342,130.1503727,136.8681013,129.3487464,110.382862,94.63993355,83.65222707,66.26647575,55.73755151,56.90194209,47.58827914,36.99729198,1.616909985,13.22038298,12.07334411,darkred
Fam135a,8.088464466,23.21883093,32.75626956,45.23226501,41.86696768,32.95893947,26.02197488,23.68763264,43.52899354,65.82923357,21.43969602,11.84007064,11.42799393,11.54433411,12.7574806,5.335212352,3.318540221,2.853391723,3.107846491,2.678840899,4.955284607,3.318078805,2.045646496,9.676261981,17.96281236,13.90153126,red
Phf3,24.95173561,25.47614685,25.5183147,18.94418589,17.11637093,22.66996459,23.23177051,19.24388739,12.12639256,22.48238669,18.21082068,17.30498253,15.20976597,13.81009817,13.82791782,9.719921179,10.09117458,12.49530538,21.41257194,20.41673824,21.23678279,29.25292096,50.78213227,84.95710706,152.7811504,57.21892538,yellow
4931428L18Rik,0.015337533,0.014063786,0.019861743,0,0,0.020767157,0.021337692,0.15811996,0.068483863,0.187962931,0.339964588,0.43881786,0.258766042,0.161898243,0.356785972,0.722717432,2.010727849,4.562023721,11.90821949,22.3328738,18.57974362,52.93756762,74.89489259,38.72229864,42.54883884,10.1439693,darkolivegreen
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056401649,0.021880215,0.160461568,0.262159728,0.427669701,177.2738387,turquoise
Gm15455,4.469940498,4.372529374,3.15674947,2.493971231,1.967554611,2.537634917,2.674134541,2.345247904,2.202415756,2.777779568,2.437507035,2.294801565,2.127527757,1.8307281,1.661131383,1.349460662,0.955205654,0.885374274,0.775399442,0.675672205,0.96280332,0.520085253,0.156006674,0,0.022620808,97.98923441,turquoise
Ccdc115,16.51881198,12.363996,17.82584513,18.72655401,23.27983638,22.58965674,27.899083,32.18263182,22.33314761,41.41348317,62.58904321,64.02852123,57.44393349,56.73904196,51.2283235,62.85428282,81.4875867,92.6653045,97.86321201,101.3551521,96.09055114,132.915459,127.2446279,7.62446142,48.31455646,71.86564477,blue
Imp4,38.42592415,54.16185036,44.22919245,34.12700069,30.67674737,25.95570609,25.80602811,28.90251203,41.72050414,26.9141807,33.72846151,36.5678685,35.13090863,35.05229112,34.22270476,39.4371711,44.40675582,49.8600504,50.23003593,55.19598213,45.95357453,66.09778439,69.05430853,3.986504096,7.922587744,128.7949211,turquoise
Ptpn18,0.603518086,0.410147213,1.069126257,5.105951601,5.326477204,7.633641957,21.50841123,45.94591855,3.259085038,2.120025301,54.15031857,114.5216929,120.1401723,107.2161504,89.61603573,200.5924288,230.7474183,225.4112848,193.3818242,181.2367391,241.675803,183.9612379,55.94608347,2.051202733,7.112236053,5.588911982,purple
AA619741,0.024231824,0.051356794,0.012288021,0,0,0.093338594,0.295430739,0.318924864,0.007372277,0.007497617,0.211689226,0.785536416,1.935611665,3.269619758,1.708384085,6.063095887,19.39618058,29.87736074,39.23957893,40.96292373,37.28158948,36.98625787,43.89375467,100.3543229,109.1787056,19.17813578,green
Fam168b,38.42649108,49.7851628,47.04586316,34.70675061,25.74660525,38.83721458,47.18292954,41.28015997,21.12247767,33.56326736,37.62437252,42.73395494,51.8446669,47.06725513,51.09897511,18.89370388,14.64219288,11.75288209,15.0068552,18.11871612,19.14373032,18.75763368,17.13936284,29.24420477,22.24980345,18.67637826,midnightblue
Kansl3,23.66808988,22.78310256,26.63299676,40.22175373,60.7731911,42.08774823,39.04436505,38.6038875,53.57904807,94.25099814,58.13484885,42.4029107,39.06514341,36.94983984,38.09905885,25.9830054,19.77028196,20.61337754,18.01621735,16.13773697,16.90366112,16.05369076,10.79371494,0.176707886,1.356238761,35.15953488,red
Lman2l,7.684699729,18.61886879,22.85262247,20.79419921,28.38354191,26.11413275,25.65375241,23.72731977,31.47976,46.6222021,51.97100078,27.75451267,28.00476576,26.4881738,33.98583819,25.73802498,20.80814542,19.4165909,19.03175243,21.46079589,16.55735886,15.94737623,15.32536912,0.192782129,1.860172107,6.488004459,steelblue
Cox5b,139.8200762,138.7567781,139.2689079,106.7382116,108.5727703,106.4599886,105.8503815,124.8298005,137.0714324,100.2149825,127.8401229,145.1860654,134.0798174,152.2859138,118.7122961,182.4785953,117.6443163,96.04856786,56.47516148,49.97710957,40.70442899,31.92607565,29.17733184,2.159988981,6.473740828,33.28683904,greenyellow
Actr1b,67.90773445,75.71348751,43.75149689,24.89659912,22.92723414,42.52412446,47.09695497,46.17648498,14.91397837,31.81084093,52.1083207,46.70259216,48.73355613,55.59989307,57.87797523,42.03548688,26.23297816,26.12444658,21.58517083,21.09294305,17.28118719,8.692253329,6.255992758,0.511816063,1.414264065,5.706947239,midnightblue
Unc50,23.56069066,38.94537601,41.75036481,46.70071153,52.00506321,44.33279017,49.76747633,43.52731304,45.54148201,73.72055976,55.9973322,52.06195247,48.77194684,48.82400199,50.7152791,70.62547413,82.38514951,106.8826184,122.6804238,136.0031203,96.07530051,133.2539191,200.7417174,609.1305688,564.4053639,211.1946466,yellow
Lipt1,6.091250701,6.575705997,7.197948743,6.314119146,5.055790719,10.22902918,9.683979248,12.71957494,5.074886899,11.13752153,23.53470903,23.68949562,22.96353999,21.7008593,16.27737702,21.2553045,26.09094157,32.39406373,40.28051662,41.20847822,27.98002163,44.87094207,61.48002852,0.950338562,1.384974343,4.827643008,blue
Mrpl30,74.79581062,122.7472477,107.8227076,84.88548816,90.50274294,87.80984307,83.66252275,100.496568,84.80805082,132.5032392,141.6427667,133.774649,128.0881123,125.3599563,109.8097147,144.8084558,95.39351893,77.51800526,54.59044083,46.1644345,40.8097188,35.07125102,31.19359234,0.182600617,5.340332133,12.86607967,greenyellow
Eif5b,30.31567028,37.48582525,45.55887342,67.78876883,75.52840997,56.66533081,48.34378738,49.2466856,94.45821077,41.65219913,37.54620333,32.53146201,28.01815565,26.63640789,27.66899086,27.61851238,28.99117425,30.56349889,42.17740565,39.85963801,48.29885586,83.78277135,71.74361407,98.09099133,52.4778575,75.97464402,yellow
Pdcl3,31.62535352,46.71836002,27.06255973,16.06233336,11.84197531,22.85520087,29.76139677,25.99525099,7.630621815,13.48459528,23.17536063,33.61160862,27.63294244,30.10442495,31.02979174,24.07142889,20.22536407,22.44917579,22.66582596,25.69081759,18.6672026,28.34568882,44.85832242,29.90676684,50.25822905,5.388100152,green
Tbc1d8,8.943114021,3.6972007,6.732558948,7.522294729,7.179837832,12.59198939,15.90752016,19.93751596,5.854193057,4.861059725,19.35355282,32.15374572,34.41724511,37.6782963,39.5076206,40.41654254,42.66616557,54.1599754,57.3578108,54.46898894,50.73463944,50.42284366,71.55198208,115.219955,87.46395927,13.69830081,green
Cnot11,36.56481424,45.17454395,32.23720938,29.78342334,32.99342056,28.60467348,25.54370382,27.12391192,35.10419144,28.24417565,29.07804191,23.10033226,22.04751577,24.03761159,20.46674277,28.49229104,37.92640192,45.77522421,52.41211743,61.84094975,53.53388794,61.29479341,96.53635882,66.01045156,71.6701881,12.62944889,darkolivegreen
Rnf149,26.5433743,63.14021037,73.44879191,97.2910462,107.7195985,74.41742465,62.95688613,59.88732381,104.0719121,54.24342105,29.73778985,21.85776687,22.95252218,20.44351722,22.19310345,16.99421811,13.19487053,11.48851801,12.45217665,10.54615725,13.42080067,7.119656519,1.104295663,0.48585908,1.865471574,29.309786,lightyellow
Map4k4,53.76758588,104.7092607,90.15991743,77.14998161,55.81176119,73.86336374,84.02169069,73.68185206,62.73011186,68.37071612,91.67445709,75.96943086,63.75095688,60.0116736,60.34033391,38.06185424,31.104093,27.72990605,31.52470362,30.52335569,37.09980845,30.6686759,25.21842571,2.133385981,7.627786522,2.655654194,brown
Mrps9,54.44655548,71.40700705,73.31066731,75.88436743,78.83574124,67.76881115,60.5165575,59.66240732,67.62290791,100.5352215,66.91578863,55.06560945,45.54763828,45.92873629,40.14402628,51.48067616,37.34040846,32.60331389,28.21846255,24.90393432,16.76691295,18.11308519,16.50436184,6.734960207,16.09785486,6.381176634,red
Uxs1,16.61645286,10.0340028,17.75296897,22.3151041,17.13063807,22.43221572,18.28036948,19.03902416,18.87269394,22.96233893,15.86393696,14.2282076,15.77282665,15.30603421,12.87734262,30.6252985,35.16750414,35.5398522,42.87032462,35.66697879,39.09761354,40.96186001,51.2111866,182.6956519,156.0758709,9.705192239,yellow
Tex30,26.36252505,60.00636108,118.673357,213.1099119,295.8517875,163.4887681,148.7239391,165.3326339,325.1855659,154.5640075,124.7775489,92.33458898,73.08441033,74.36341164,71.93504708,88.90781296,62.48755128,59.8901118,63.76813436,59.13933454,46.56077518,67.11180619,71.71375112,16.60820072,14.55070761,44.33961512,black
Col3a1,0,2.498330167,4.143628714,0.960065738,0.992144783,32.52463807,93.32433202,59.74005374,1.044109203,10.56798563,6.769189115,1.451276528,1.070822857,0.496433772,0.589922903,0.529361354,0.487524101,0,0.004980242,0.004169236,0.072864131,0.018439153,0.00384609,0,0.007781455,0,darkgrey
Wdr75,58.7553967,80.18993513,101.4486893,77.21956993,60.78498144,63.68817365,53.00085919,45.42046319,69.47732756,52.78134725,37.12660268,27.39404383,22.05260768,21.24662969,21.15213694,18.09333419,22.13154359,29.5668343,35.26477002,31.23100402,28.93852885,31.29557052,46.42319269,14.78472671,13.85898939,69.22713226,lightyellow
Slc39a10,15.12990799,31.73903645,32.46212517,29.66736274,23.15840501,27.30618369,23.8279476,21.28114984,25.71141054,7.735616336,11.1781886,9.887591162,12.4728015,12.28405362,15.00438849,6.004866526,6.117931488,7.022874588,15.66610917,21.79784376,23.58512312,38.84797798,82.20390993,326.6405194,248.4467512,44.77070946,yellow
Nabp1,16.26964238,29.03785564,23.98584347,33.11338127,65.62506083,37.61106195,36.05586661,41.38589938,56.41539723,67.41897148,45.9087599,34.3165732,29.4413003,27.69677422,22.42885684,18.08097944,12.34976689,8.797058521,11.64817614,9.059234534,11.0950548,7.310070088,3.569566974,3.058515533,2.531240514,62.52740487,red
Myo1b,18.70738238,27.97212666,29.5075133,15.11825097,8.248039086,23.8399757,26.81856383,23.99640575,9.843451808,15.5692662,38.95311387,79.20170016,65.6093666,72.84804982,71.32948347,15.91624104,14.80181441,11.88442919,9.775484667,9.640032766,24.08043391,17.11728447,14.52843976,5.610612556,4.994290015,30.87919788,cyan
Gls,14.50514772,13.13248753,12.75257726,17.85808287,30.64175207,26.45844926,23.09273291,21.46140398,14.52968434,60.80365006,15.15546452,8.498715991,10.81100054,10.98130235,11.31545295,6.37794201,4.840411479,4.194239294,4.1603784,3.240528555,4.776973889,2.047358573,1.20743232,1.856101194,3.806229037,18.48150895,red
Asnsd1,36.67131176,45.81151463,44.19730241,55.24069543,57.38748554,57.77535931,62.52335334,59.68567456,85.46525387,106.8705411,108.9177126,84.32919296,86.84541628,90.05738426,97.7786824,50.69233069,31.66444845,28.69159824,30.36501359,30.01406168,26.58794598,33.64303922,36.42203998,0.174531319,3.649660574,19.31469672,grey60
Ankrd44,0.070638801,0.201683188,0.771386684,2.350521244,1.232166349,1.659774687,2.310165769,4.966220378,1.998367987,3.979699834,4.269115343,6.799425682,9.166390826,9.810209281,9.96600984,16.43819628,23.45847934,24.82637942,41.83645841,45.62805044,50.95914609,46.93115265,66.2264866,32.40609001,95.68497437,20.24084118,darkolivegreen
Sf3b1,78.49082198,70.57227434,76.4032039,91.77496282,87.27444975,93.7115035,90.70938565,87.00936349,97.48233507,89.06360487,80.76799875,91.02679445,75.4336018,67.65218923,60.91837256,59.33995713,50.73205417,48.58894905,48.25977153,39.15423113,50.66529484,44.80432146,58.77289678,108.0561874,66.22450581,82.67097629,paleturquoise
Coq10b,10.29013481,11.06657489,9.590169344,7.703676194,4.316727596,11.88118554,18.36071329,15.8492129,4.182500794,6.113205292,11.88965185,16.03885682,15.75782237,16.84234575,15.60320236,18.68163283,14.96730424,13.86192415,16.74758726,16.991493,18.34869125,22.23328921,30.64665326,70.25465471,78.5974098,27.40775237,yellow
Hspd1,146.9209102,99.60801385,118.5254002,93.88501845,93.71362584,100.8722978,103.2931967,113.3676005,108.4864871,100.5174664,147.4509799,137.9810815,102.0336234,100.621593,90.33105876,105.6512179,76.60508683,54.72015123,42.75155371,29.78229263,44.95732183,28.87628776,17.66581262,5.179424941,10.03398759,16.88011309,greenyellow
Hspe1,164.5209188,185.1042583,188.1066396,112.6864144,86.29033345,104.9371929,100.9982318,108.2954855,119.7088875,59.4310756,120.7558498,108.7902822,93.3454437,95.30191527,88.80083018,120.8552267,81.99444532,67.4035678,48.62826601,44.192016,46.25154349,37.02444737,42.49398172,8.651739366,21.69419492,13.30881382,brown
Mob4,17.10425055,12.61827276,13.34913095,12.32104859,13.75615298,17.36935961,19.77052176,24.03502723,13.72658884,19.55071043,28.24056189,38.05019966,48.50121171,47.91146616,49.09516993,32.61271058,30.71037713,32.66226127,37.05946768,31.58308818,30.32570692,25.56006251,19.20194444,51.67301325,55.76317305,14.5765627,green
1700066M21Rik,5.13123431,4.124390003,7.23099685,7.302567192,6.637580573,6.179965145,7.189567316,6.436061254,6.39010806,14.84085073,11.06231849,9.587742317,9.857195933,10.84456406,10.07265804,8.014961663,5.458715875,6.01216466,9.657221955,13.01209616,14.43157812,14.06083256,11.3720136,53.04000946,31.8678782,7.812786864,yellow
Bzw1,88.19411244,83.88639124,116.7974299,105.6093928,83.78037553,123.5566774,136.4318894,132.3621751,100.1112855,111.2106773,160.9804085,152.0701056,128.8669134,119.5882625,120.2369309,63.52276021,47.90240715,38.35323757,39.23217074,35.56515783,46.43269984,32.78096479,15.03304701,22.83165675,27.67159315,180.9818811,lightgreen
Clk1,37.14175607,29.29654197,33.31099192,32.53981846,35.33682663,53.35854422,56.89984728,52.98051077,20.48321803,50.56649363,39.39550779,42.84743416,45.19792144,45.58769179,45.23887396,33.10906628,25.94291343,24.71601147,23.49392197,16.30957779,18.15163787,26.10928273,51.73082258,77.7888246,60.49078721,30.03447927,yellow
Orc2,42.93337905,34.47098205,38.2568575,45.22402575,46.45545123,38.58702575,33.18043856,35.69787622,50.55526308,45.73307738,41.51095965,30.9722801,28.58220023,29.48509595,29.0329925,24.13748896,26.1752615,28.72307477,31.20486859,29.81299066,30.55464052,36.70088944,35.86113814,4.623661343,10.43313143,69.58242709,lightgreen
Ndufb3,71.0379207,84.11116271,76.33358784,68.00206834,81.42959376,85.83673202,73.75952545,76.55822354,56.40854355,60.495337,69.81609865,70.71627042,57.62986304,59.41292699,47.26031993,63.03872865,61.94317954,48.63658028,41.48858304,40.0103466,37.19299169,46.62780233,50.33336594,3.979898786,9.005816909,10.2552125,brown
Stradb,7.372471476,9.238392673,18.59491425,48.7697928,55.06013261,38.68467111,34.43664956,38.21711196,79.28341107,69.54994426,67.98338911,44.95251296,36.22978662,37.5826523,34.15727557,60.55298131,62.46638492,60.81609621,58.52462387,66.90524509,50.9536476,56.02035329,61.95363799,115.3601262,146.5252227,72.03892542,green
Als2,8.335105072,12.98614297,19.78288417,22.24787075,21.19422752,20.93529017,19.09614807,18.36786877,23.17390534,21.54406594,15.66806008,15.45007085,15.46247454,16.83862347,15.96601702,8.18883368,5.795675212,5.317074329,6.147087537,6.23523072,7.417440497,8.09440249,8.969620477,3.141006599,2.467098971,58.62000371,royalblue
Sumo1,31.83246473,22.01916539,24.5738017,26.15007979,32.3248631,26.13171619,26.62925479,21.30269907,32.77016787,28.16728942,26.95291232,19.95004218,18.84999327,19.10955617,16.96823308,21.7649381,19.35904499,16.51391013,16.21000053,13.62826049,12.48325146,13.11842941,11.66798676,9.740121571,13.74872927,72.77441509,royalblue
Nop58,219.7401469,287.7714894,231.565695,142.5792163,146.5305814,166.3884783,146.7022151,145.155022,124.7710492,133.2838825,146.3503967,119.55113,99.86653092,89.96030281,87.48778668,79.65697502,62.32585695,58.83179245,69.85477686,61.12795003,67.33313156,94.88679972,72.99726164,20.8805251,19.81674705,285.7352478,tan
Fam117b,12.87642752,8.512884239,26.24697644,32.70801737,28.31913792,26.23121726,27.40829814,29.82030563,37.31872816,35.75532997,39.34684315,38.41575783,35.03837929,31.73195356,32.17678945,12.64797996,14.47496854,14.35696744,20.30596631,19.65298139,25.22405965,18.76069308,38.94748572,182.4161306,175.8067271,29.15533859,yellow
Ndufs1,51.14867194,56.97348632,77.45474147,138.2378537,141.7380027,109.7287597,96.28331306,99.61274233,160.7454342,77.58696631,77.61928673,65.25334327,49.87588732,48.18414104,36.5863878,54.79985458,33.9258029,25.43853186,20.50098883,14.27755171,17.14578163,14.94027086,12.00137117,0.792640897,1.933125658,10.81058875,black
Eef1b2,556.7621047,465.2537137,446.1473278,457.0687517,406.6572475,258.8514556,241.177319,225.3738838,346.9438596,284.7303835,127.8936695,183.0194716,299.0001726,287.6050568,298.7312985,165.0821502,87.63295661,60.47088763,46.35611008,45.76207509,41.03271737,41.90339214,48.10393473,28.32416693,34.83353005,35.58167384,brown
Gpr1,0.063429255,0.187562674,0,0,0.052812472,0,0,0.158381157,0.023327972,0.054993932,0.23986541,0.447867423,0.216665627,0.154582779,0.370970474,6.415006865,17.46556248,26.11585235,33.77113997,52.27710675,36.27048297,75.53580639,117.0834451,6.145067225,7.414899907,3.239897187,blue
2810408I11Rik,15.04159562,16.46390095,15.23929715,15.85451582,14.39256542,14.11818058,12.94811747,13.35074539,14.03996181,18.15806111,11.72327516,13.29232837,11.40790735,12.15782787,11.28050439,13.90582611,16.70949359,18.06980511,19.36756862,23.34610447,19.10085834,31.9544815,37.52516843,92.37424538,90.48609159,90.06098594,orange
Ccnyl1,5.678647676,10.72889448,12.37637292,16.72203995,17.6571256,16.36398197,13.84593068,11.24236013,14.07371316,25.70837904,16.48093154,10.0794791,10.03402633,9.291423906,7.52075634,10.75333332,12.35295811,14.07338517,15.8705452,14.00914206,15.20397544,14.02300481,18.53394574,57.65403143,61.43238494,13.79925161,yellow
Akr1cl,0.012401523,0.124933736,3.678473971,1.093306722,0.890720558,50.51314222,53.16122911,49.67429132,0.931322866,8.594623228,12.07950624,7.827637573,6.660297713,8.025915642,2.897493475,1.266214881,1.5508836,1.858524257,2.073088144,3.135925567,4.063489811,3.921869703,7.029620231,1.849248569,7.198719852,4.888038161,darkgrey
Idh1,74.84569146,24.03727649,53.52578762,69.96296547,51.60002151,70.83537166,60.3642802,68.9986069,51.04424429,25.97288309,12.68972818,17.99150955,13.43095782,11.33287113,7.049329817,26.82494238,20.78877442,16.42170899,15.7543072,12.04415813,11.256709,5.532283842,3.371335583,12.72019693,28.90695461,1.73423497,lightyellow
Rpe,50.06282981,26.44867532,13.59233961,14.39977227,13.60085183,17.17855026,22.81243753,27.69671272,17.81366441,18.86008405,29.7894568,39.84412101,39.8138006,41.67561656,38.15710767,45.00517749,41.1945702,37.88131663,33.90743635,34.91997106,45.74304908,33.39773498,22.17114751,36.02762606,30.05821207,19.56254254,white
Acadl,11.34484896,23.7384495,46.64579769,25.89075064,13.61508533,23.59827671,29.14552668,32.34769035,23.56132457,18.72555064,24.50339415,50.52671533,46.82532453,46.43353258,41.47153973,23.73940733,10.8552801,8.043623083,4.820014014,4.180137538,2.12882,1.906852696,3.331648375,2.015808393,3.925914846,1.069052295,midnightblue
Lancl1,11.15784712,21.49089059,22.7459428,19.4391487,20.60069653,21.23669974,23.2426092,29.8065068,17.39700434,47.51543133,42.09541156,62.31975095,86.86603152,91.28472768,81.03965266,54.07342745,42.96350029,40.33248912,38.56673657,37.69117279,33.36232644,35.96565597,27.59790889,1.514123979,4.833468116,2.940450714,magenta
