01_d11_WT_rep1	02_d13_WT_rep1	03_d11_KO_Lhx8_rep1	04_d13_KO_Hes6_rep1	05_d13_KO_Tbpl2_rep1	06_d13_KO_Thap7_rep1	07_d13_KO_Ybx3_rep1	08_d13_KO_Ell3_rep1	09_d13_KO_Foxr1_rep1	10_d13_KO_Mef2b_rep1	11_d13_KO_Ccnk_rep1	12_d13_KO_Sfr1_rep1	13_d11_KO_Sub1_rep1	14_d13_KO_Tcf25_rep1	15_d13_KO_Kdm1b_rep1	16_d13_KO_Nobox_rep1	17_d11_KO_Stat3_rep1	18_d13_KO_Noto_rep1	21_d13_KO_Dynll1_rep1	25_d11_WT_rep2	26_d13_WT_rep2	27_d11_KO_Lhx8_rep2	28_d13_KO_Hes6_rep2	29_d13_KO_Tbpl2_rep2	30_d13_KO_Thap7_rep2	31_d13_KO_Ybx3_rep2	32_d13_KO_Ell3_rep2	33_d13_KO_Foxr1_rep2	34_d13_KO_Mef2b_rep2	35_d13_KO_Ccnk_rep2	36_d13_KO_Sfr1_rep2	37_d11_KO_Sub1_rep2	38_d13_KO_Tcf25_rep2	39_d13_KO_Kdm1b_rep2	40_d13_KO_Nobox_rep2	41_d11_KO_Stat3_rep2	42_d13_KO_Noto_rep2	45_d13_KO_Dynll1_rep2
snRNA	25.05782686349	12.9043823282387	25.9550449535624	12.4460554358291	19.106032381452	16.3641398029734	52.6958720361175	61.4191490750315	28.1471055467109	22.9116305990839	26.8780779218006	25.9659597392705	46.3199825417286	26.6364747118588	33.416572796294	48.9994098394401	61.0677249372245	31.3047326145551	111.575078978447	32.1568976261974	33.5834093102575	63.871467903828	58.0421533990308	26.3972806278935	29.8211062573471	32.1004489452219	24.9300671323295	32.0922270759237	38.6238499438625	52.7911857218104	33.7601781048583	46.2005341165779	43.9986403127218	40.9606511560474	35.9692763726045	56.1180268922587	41.4317524228094	77.1082546319376
RTE-X	4.00022533813739	4.49179202899049	5.79053798083887	5.03948315060807	5.45924609898732	4.29449542455868	11.0252524427357	19.2246915470109	7.73002346783591	8.67041548457594	7.88734021674304	9.55553242363226	5.82209829694439	7.4417950515622	12.2370275111867	12.3740479196964	18.5580372141355	11.4454160842822	19.3045935209136	9.21789531372961	9.13537009609915	24.1346059061769	11.8584991425887	13.8111994991673	5.80980501252261	13.6525683040837	10.1386843161607	12.7832259580626	8.2930978372978	14.6701359251418	10.3119627313684	12.1699675397683	6.70958356104991	8.44184804358741	13.1566301459177	22.2463971099606	9.3040787649909	14.0511368530353
hAT-Tip100	49.8428900935915	23.4155749466914	58.6445805693761	47.1212552267259	39.2538074763478	41.4261511185363	106.871129752926	157.282634190048	92.7314452854377	69.0098658214878	85.097993552299	87.1669442857576	91.1639429736325	86.4436458813902	106.565880373542	112.576695416901	140.806851196743	100.924306171592	175.830550009253	73.85509699347	97.6821235642326	159.093218457885	166.404563977833	97.4191140887555	75.160826056719	89.2833712255857	74.6019058576794	84.1550851987585	158.131233946749	128.573125017744	110.296320861827	107.896000535849	100.583783279406	74.9254446810137	97.4904197263914	109.818136198492	90.6907130024411	134.72275943612
Gypsy	32.2551176678411	25.0656978206303	26.4958372095762	29.7385804957007	41.9789002789528	40.7991582972896	58.3510746747055	98.4693296270308	49.5731052407066	37.4770523575645	44.8573705086687	53.6271974023146	63.4902940236608	53.6086855729851	51.9179523392601	52.9201867768974	64.7192679028548	87.476852821606	111.314673533005	55.9616551145902	63.2615948422228	74.1480963709922	81.6027122810907	64.9633272174929	45.8882926257984	49.7652000096677	45.9754403988302	45.7355228436194	93.5220799890226	43.0039729456706	49.9668539660872	54.867075252539	37.8719558640226	43.1523604172381	51.8724472143984	86.3311458776788	45.8148496150308	77.8162570930034
Unknown	650.480162300967	701.450376534839	604.637151302063	984.264178581056	590.913275494343	827.600142923386	3110.42075063822	2718.5101195094	1829.48175236517	1327.81452916621	1425.25202181736	1387.77128712911	1179.51596354894	1459.50917725324	1542.80512137897	1299.60708170704	1287.30836226765	3051.22752746069	1133.84792056208	1279.90976609067	1852.24210229648	1104.67761260871	2916.49719671933	1496.0864851052	1775.96785673661	1327.42639337288	1559.78936816921	1521.48483709753	3227.1729096906	1278.59741506985	1762.34865139491	919.727820679402	1702.518459208	715.256080824856	1271.54932187182	1415.87047935714	1367.2023156315	1645.21392338155
SINE?	1.17539916555662	0.757148335868216	1.35965311483847	0.727316020377381	1.21215850392396	0.904297336033218	1.39335637647531	2.01050753905078	1.48952681199718	1.26521377129027	0.923128924185552	1.89538045153934	2.04688784438955	3.77961236295606	3.77330245077065	0.887529054408795	2.14518486442369	5.56977044819943	1.85520563228062	3.35256065403603	3.14427751883675	2.09605227357095	1.49791849387404	2.39970927387332	1.53687786277937	0.64989747477397	1.75697393743295	2.6576043539355	3.13047462501301	2.52983246780592	2.64751171574848	0	1.89735986281419	0.626642445515758	0.9379057419319	1.83298370749271	2.33969638065246	3.17666992371017
srpRNA	82.7736010891427	7.64889668166622	11.72879709457	3.85358548163811	11.3374679208349	5.33801815100779	61.9861549880259	10.1778642326506	6.93633238766075	4.90294121581324	9.37058663478777	3.85784668705296	25.5879112461324	13.0199652903384	76.4279430334188	20.6169910470648	57.0853415225344	24.284894060707	40.9134974965854	60.892769462215	97.7138102759824	26.7583545358648	14.1621192686561	31.107207107408	12.1988226050377	48.0485474113701	14.582063143778	11.855836619386	19.7888524170078	59.3805071044851	6.71631762680367	42.3672157849801	25.1538455264859	60.4331517490907	21.8841762614945	28.9857838447793	7.80344331381221	14.6520014408553
RTE-BovB	0.466333116017391	0.970668919768983	1.65286864487592	1.6377416364304	2.38838644619792	1.38195426404646	2.37157168561592	3.05324608183473	3.02572767514112	1.99815730716724	2.28799277574652	2.03032152347106	2.37081729210564	2.78107872860963	1.52588894390378	4.24831760881721	3.71243368889866	7.01844632389876	2.80661982596876	2.33727853412768	3.18186436915769	2.26069828963866	4.66760115135254	2.35443551502975	4.11526560759213	2.79047181791386	1.57790784747672	5.10100754666933	3.08687750133543	3.59293485290525	2.36160876685853	5.86391600513897	2.45083230264998	3.21030894408123	3.08536668367192	2.34979021968077	1.9914032564465	3.37056279794199
CR1	144.654142122858	141.41534353351	160.765312414059	195.245967533288	219.572956052111	172.478471626977	635.143007176282	350.039101890485	296.807508563708	319.466099759887	267.248877556145	320.781571524532	394.850909898771	321.587132697634	264.526850561887	278.98913512767	645.440252766862	504.423846240948	335.634348240262	335.259884565154	378.943555610784	312.506127080757	582.247070282658	318.00194582049	290.450855368398	287.339287263498	292.910128026032	658.890363307643	301.184473544815	276.212435555623	358.024638402676	270.382094896707	268.391064761126	270.027599050653	363.802688396278	364.404677107403	312.295707273908	340.710233292596
tRNA	1247.25945619826	980.199801020014	1536.66403448712	1198.3965208101	1199.15987176969	2920.65241669458	3036.08433517709	2214.36642457969	1718.54269964295	1755.97047585582	1183.27684081514	1770.24309519332	1810.71803568614	1448.78553889865	2001.07166356114	1457.48067913936	3470.62779677975	2034.86862390707	2083.03554081387	2745.82247242459	1787.95870631292	3065.5571853808	4276.59509256485	3147.2772152488	2354.19283614712	2470.93814741308	2166.23760890711	3931.23980634687	1708.12905243259	1705.35512027629	1758.8235754944	2154.55679144209	752.082265683684	1557.16865151384	1553.3775515326	1765.82343075886	2049.61990888663	3803.24443883001
Gypsy?	2.51373247508248	1.93489097111629	2.32181652658933	2.77064800896905	1.39755042841497	3.51125806871777	2.79382216465498	4.44149813031886	5.492879299748	3.47948594500708	3.42726328223552	5.33268148933068	4.10957852162682	3.93386851250557	5.06750460097925	5.28813013090492	6.46812052048966	4.38034663177368	3.843884198162	1.59878517906954	4.31540173970489	2.78386738955836	6.68683033618633	2.40680872850354	3.04152018194218	3.65121146372785	5.77586012921981	10.2451896818608	6.10649216366946	2.502044039059	7.48329501311653	2.09267631928035	3.96038025565959	2.37081729210564	5.05650677929024	3.8994939677541	5.54960408359005	7.42486737779731
LTR?	8.5915423994772	7.49923087888106	11.507234424336	8.61762081861443	7.78253113604875	13.8944811180889	20.4072619550868	13.3235384612984	12.8435742718586	12.9770295172554	4.39483633580026	13.3197346212744	14.7018316307385	11.958113535841	16.5265360989787	18.6032304775485	27.41536868572	22.8266492784787	9.57177312616758	28.9145116213613	18.2202351532009	18.4734192938045	23.7602787956081	21.458550644613	14.1738128567062	26.7911921276761	18.2029006681482	26.8072987409066	14.4745898889849	10.5580513093354	18.1919636758364	11.3607243162854	14.4668339778763	10.2629240398733	16.639987022003	14.1993034982342	16.6807401018968	21.1637547149047
TcMar-Mariner	12.1333614971123	15.3687786277937	12.4260397176783	12.8753246352508	16.193669196647	22.2927738447896	27.740921543527	25.5441240266721	41.3344305698322	20.3966185252525	20.1528210477868	28.37164869344	33.6889764170212	34.7563592778083	37.7373077684123	26.825327300429	58.469462608119	33.1433419898108	24.3130698090293	32.4065968902256	29.9327900121777	27.896423255452	47.149080442006	30.35753904731	19.829636015795	21.2892328627812	42.7616377316536	46.5837877474255	28.6756875996023	27.4832220243161	37.5546970383764	23.3829408467115	29.5893569657299	19.3750568864482	23.3020863451676	37.9232446227639	34.281089920532	64.0943933178641
LTR	0.833693992828356	1.20092036008143	1.08507658233158	1.41610586960574	1.37719314265595	3.27175693294529	4.76179318787958	2.87458394427197	3.14727888688424	1.80283534490172	1.44668339778763	2.74684143420138	2.95225576196827	2.69169405444788	3.13076953864429	6.94605282950718	5.61250454788259	1.96594548555193	2.39112887644426	2.65959031927068	3.07604462475457	2.84687774286449	4.52346132436646	2.90926408150952	2.19342967376716	1.75378877291291	4.51447465977999	3.68157874033974	1.70618525737859	1.6355202409362	2.46167713116147	0.778923473235346	2.18155151836255	3.59963082186291	2.51553496718043	4.29449542455868	2.69395308555534	5.92911047711552
RNA	2.92795185843443	4.17490713813694	26.6453016949474	3.40627725804499	113.144688668144	9.30740337523863	66.6048772260265	8.20659046483339	9.7411500850396	5.32680898433108	10.5395048352856	8.26250739017225	29.0646671220038	7.18636827326347	11.618850620548	236.536178470448	41.4895646695025	11.0495807144518	68.475838012027	14.1546435041785	5.91981839658863	73.6071641936401	14.188544822843	144.991153746634	9.44788993402911	70.117612254593	17.7274414265272	10.5643654060424	7.62996562642683	16.6540122819743	8.66162777755053	7.30588548427246	7.792314383701	14.5858408486419	83.0568972761133	38.6534266235249	16.3354080955235	175.686030470427
TcMar-Tc2	10.7987833928517	8.39210792743132	10.1590426995532	5.86423120942754	18.8381782099461	6.29262749235374	24.3740751054084	14.6888232959553	11.1485570074717	10.5933592360007	10.8808248570182	16.7382833216625	21.8369843959493	14.1145749620495	14.4176378097313	43.0010234602924	24.3238071787903	16.56049357554	20.2512789348808	13.9017584614779	9.39731885307772	20.2761952129521	26.9678568374493	19.6009078391829	11.475236028859	20.6938792359777	25.2335227349534	16.8073927171474	12.9757167607013	20.2950095120124	15.9322423774544	22.4588652472848	13.9383214425991	16.2756311958405	24.1768626000754	37.7373077684123	15.5383313269226	52.6647325657967
Y-chromosome	3.62962774537843	3.96062952279472	4.26586545506163	6.11128246260238	12.9961310457987	2.88587542799207	7.0519379274551	7.75410811848725	9.55553242363226	4.25352327034044	4.09837988346904	7.91637087808995	8.73462206096215	8.40053163835129	10.2760701685506	15.5575102576404	8.86895290437707	7.59341272319069	11.5187891824935	4.91081376257789	12.3323233277501	9.58748091752609	20.8896936319428	10.5116793913371	6.96570995319579	10.9576671785235	17.9418928580871	11.226479303875	7.41481465999126	5.94870295103394	8.69939595000194	8.65280447355996	5.10127694923113	10.2881640189803	6.61811015222048	8.36541620725754	15.0859584890859	14.2183448546359
Helitron	2.78377877031734	5.12119210121888	2.33348101065314	9.95715764607832	5.9289292140398	5.99017802721861	4.97499454278011	13.6344851547882	10.8261121584104	8.52233725901431	8.31088699100767	16.9076945432517	2.3057877374546	12.28567524712	13.0833348552316	8.86540588281949	5.20328394702073	5.58797626550066	6.12163036240121	8.32738230740317	8.92576360521801	6.85201105015068	31.7292942498408	5.87727692622565	6.6372314219259	10.9074735838355	17.9132436819919	16.7783278508311	12.7822074506218	9.9334096261917	12.954399314007	2.02915754012682	7.21662037875805	5.95839662847624	6.89775910566253	4.49408373058933	14.0450322748711	7.15427358051836
PiggyBac	3.34993574127979	1.39025437111233	2.52602668632375	1.22749823584552	5.01317594564197	0.946051626731042	2.44473961615654	2.213470865501	2.06038325131625	1.9107139216063	1.78091917162507	2.14709509961328	4.42030491510249	1.07698472129364	5.31807169759143	6.92208894238853	4.16916025384288	2.56824953395865	4.80648852880243	4.77662214087904	2.63487620882139	2.48398165210875	3.44076425024684	1.78937683912584	1.91820647037349	3.28832104848172	2.2193914392119	2.32907828785014	2.22183881787559	1.94093773803116	2.15502160928446	0.484789226302789	1.64983079335383	2.22116385399974	3.43559633964695	4.040929628333	5.74944046265747	4.38034663177368
